JKV_AZONOSITO,SZAVAZOKOR,JELOLT,SZAVAZAT,TIPUS,LISTA
65690,02_217_090,Héjjas Illés Gábor,2,EGYENI,KIS_JESZ
65690,02_217_090,Sáfár Ferenc,2,EGYENI,KIS_OP
65690,02_217_090,Donáczi György János,1,EGYENI,KIS_FKGP
65690,02_217_090,Petrecz Veronika,1,EGYENI,KIS_UMP
65690,02_217_090,Dallos Norbert,0,EGYENI,KIS_MCF
65690,02_217_090,Kiss Zoltán,0,EGYENI,KIS_MACSEP
65690,02_217_090,Parádainé Jászfi Viktória,0,EGYENI,KIS_UDP
65690,02_217_090,Radányi Norbert,0,EGYENI,KIS_SEM
65698,02_217_091,Dr. Hoppál Péter Tamás,199,EGYENI,FIDESZ
65698,02_217_091,Dr. Szakács László,136,EGYENI,OSSZEFOGAS14
65698,02_217_091,Gyimesi Gábor Jenõ,86,EGYENI,JOBBIK
65698,02_217_091,Dr. Keresztes László Lóránt,34,EGYENI,LMP
65698,02_217_091,Radányi Norbert,4,EGYENI,KIS_SEM
65698,02_217_091,Héjjas Illés Gábor,2,EGYENI,KIS_JESZ
65698,02_217_091,Kittl János István,1,EGYENI,KIS_KTI
65698,02_217_091,Sáfár Ferenc,1,EGYENI,KIS_OP
65698,02_217_091,Gavri Edit,1,EGYENI,KIS_SZOCDEM
65698,02_217_091,Dallos Norbert,0,EGYENI,KIS_MCF
65698,02_217_091,Kiss Zoltán,0,EGYENI,KIS_MACSEP
65698,02_217_091,Parádainé Jászfi Viktória,0,EGYENI,KIS_UDP
65698,02_217_091,Petrecz Veronika,0,EGYENI,KIS_UMP
65698,02_217_091,Donáczi György János,0,EGYENI,KIS_FKGP
65698,02_217_091,György Zoltán Imre,0,EGYENI,KIS_HAZA
65728,02_217_092,Dr. Hoppál Péter Tamás,156,EGYENI,FIDESZ
65728,02_217_092,Dr. Szakács László,152,EGYENI,OSSZEFOGAS14
65728,02_217_092,Gyimesi Gábor Jenõ,82,EGYENI,JOBBIK
65728,02_217_092,Dr. Keresztes László Lóránt,37,EGYENI,LMP
65728,02_217_092,György Zoltán Imre,6,EGYENI,KIS_HAZA
65728,02_217_092,Kittl János István,3,EGYENI,KIS_KTI
65728,02_217_092,Radányi Norbert,2,EGYENI,KIS_SEM
65728,02_217_092,Parádainé Jászfi Viktória,0,EGYENI,KIS_UDP
65728,02_217_092,Petrecz Veronika,0,EGYENI,KIS_UMP
65728,02_217_092,Héjjas Illés Gábor,0,EGYENI,KIS_JESZ
65728,02_217_092,Sáfár Ferenc,0,EGYENI,KIS_OP
65728,02_217_092,Gavri Edit,0,EGYENI,KIS_SZOCDEM
65728,02_217_092,Kiss Zoltán,0,EGYENI,KIS_MACSEP
65728,02_217_092,Dallos Norbert,0,EGYENI,KIS_MCF
65728,02_217_092,Donáczi György János,0,EGYENI,KIS_FKGP
65700,02_217_093,Dr. Hoppál Péter Tamás,278,EGYENI,FIDESZ
65700,02_217_093,Dr. Szakács László,226,EGYENI,OSSZEFOGAS14
65700,02_217_093,Gyimesi Gábor Jenõ,149,EGYENI,JOBBIK
65700,02_217_093,Dr. Keresztes László Lóránt,96,EGYENI,LMP
65700,02_217_093,Radányi Norbert,5,EGYENI,KIS_SEM
65700,02_217_093,Gavri Edit,4,EGYENI,KIS_SZOCDEM
65700,02_217_093,Kittl János István,4,EGYENI,KIS_KTI
65700,02_217_093,György Zoltán Imre,3,EGYENI,KIS_HAZA
65700,02_217_093,Héjjas Illés Gábor,2,EGYENI,KIS_JESZ
65700,02_217_093,Donáczi György János,2,EGYENI,KIS_FKGP
65700,02_217_093,Kiss Zoltán,1,EGYENI,KIS_MACSEP
65700,02_217_093,Sáfár Ferenc,1,EGYENI,KIS_OP
65700,02_217_093,Dallos Norbert,0,EGYENI,KIS_MCF
65700,02_217_093,Parádainé Jászfi Viktória,0,EGYENI,KIS_UDP
65700,02_217_093,Petrecz Veronika,0,EGYENI,KIS_UMP
65704,02_217_094,Dr. Hoppál Péter Tamás,189,EGYENI,FIDESZ
65704,02_217_094,Dr. Szakács László,160,EGYENI,OSSZEFOGAS14
65704,02_217_094,Gyimesi Gábor Jenõ,116,EGYENI,JOBBIK
65704,02_217_094,Dr. Keresztes László Lóránt,40,EGYENI,LMP
65704,02_217_094,Héjjas Illés Gábor,6,EGYENI,KIS_JESZ
65704,02_217_094,György Zoltán Imre,4,EGYENI,KIS_HAZA
65704,02_217_094,Radányi Norbert,3,EGYENI,KIS_SEM
65704,02_217_094,Sáfár Ferenc,2,EGYENI,KIS_OP
65704,02_217_094,Gavri Edit,2,EGYENI,KIS_SZOCDEM
65704,02_217_094,Kiss Zoltán,1,EGYENI,KIS_MACSEP
65704,02_217_094,Kittl János István,1,EGYENI,KIS_KTI
65704,02_217_094,Dallos Norbert,0,EGYENI,KIS_MCF
65704,02_217_094,Parádainé Jászfi Viktória,0,EGYENI,KIS_UDP
65704,02_217_094,Petrecz Veronika,0,EGYENI,KIS_UMP
65704,02_217_094,Donáczi György János,0,EGYENI,KIS_FKGP
65702,02_217_095,Dr. Szakács László,227,EGYENI,OSSZEFOGAS14
65702,02_217_095,Dr. Hoppál Péter Tamás,214,EGYENI,FIDESZ
65702,02_217_095,Gyimesi Gábor Jenõ,133,EGYENI,JOBBIK
65702,02_217_095,Dr. Keresztes László Lóránt,81,EGYENI,LMP
65702,02_217_095,Radányi Norbert,7,EGYENI,KIS_SEM
65702,02_217_095,Kittl János István,4,EGYENI,KIS_KTI
65702,02_217_095,György Zoltán Imre,4,EGYENI,KIS_HAZA
65702,02_217_095,Gavri Edit,3,EGYENI,KIS_SZOCDEM
65702,02_217_095,Donáczi György János,3,EGYENI,KIS_FKGP
65702,02_217_095,Petrecz Veronika,2,EGYENI,KIS_UMP
65702,02_217_095,Kiss Zoltán,2,EGYENI,KIS_MACSEP
65702,02_217_095,Parádainé Jászfi Viktória,2,EGYENI,KIS_UDP
65702,02_217_095,Héjjas Illés Gábor,0,EGYENI,KIS_JESZ
65702,02_217_095,Dallos Norbert,0,EGYENI,KIS_MCF
65702,02_217_095,Sáfár Ferenc,0,EGYENI,KIS_OP
65716,02_217_096,Dr. Szakács László,196,EGYENI,OSSZEFOGAS14
65716,02_217_096,Dr. Hoppál Péter Tamás,186,EGYENI,FIDESZ
65716,02_217_096,Gyimesi Gábor Jenõ,132,EGYENI,JOBBIK
65716,02_217_096,Dr. Keresztes László Lóránt,78,EGYENI,LMP
65716,02_217_096,György Zoltán Imre,9,EGYENI,KIS_HAZA
65716,02_217_096,Radányi Norbert,6,EGYENI,KIS_SEM
65716,02_217_096,Gavri Edit,2,EGYENI,KIS_SZOCDEM
65716,02_217_096,Héjjas Illés Gábor,2,EGYENI,KIS_JESZ
65716,02_217_096,Kiss Zoltán,2,EGYENI,KIS_MACSEP
65716,02_217_096,Donáczi György János,1,EGYENI,KIS_FKGP
65716,02_217_096,Kittl János István,1,EGYENI,KIS_KTI
65716,02_217_096,Sáfár Ferenc,0,EGYENI,KIS_OP
65716,02_217_096,Petrecz Veronika,0,EGYENI,KIS_UMP
65716,02_217_096,Parádainé Jászfi Viktória,0,EGYENI,KIS_UDP
65716,02_217_096,Dallos Norbert,0,EGYENI,KIS_MCF
65706,02_217_097,Dr. Hoppál Péter Tamás,258,EGYENI,FIDESZ
65706,02_217_097,Dr. Szakács László,165,EGYENI,OSSZEFOGAS14
65706,02_217_097,Gyimesi Gábor Jenõ,103,EGYENI,JOBBIK
65706,02_217_097,Dr. Keresztes László Lóránt,57,EGYENI,LMP
65706,02_217_097,Radányi Norbert,4,EGYENI,KIS_SEM
65706,02_217_097,Donáczi György János,3,EGYENI,KIS_FKGP
65706,02_217_097,Héjjas Illés Gábor,2,EGYENI,KIS_JESZ
65706,02_217_097,György Zoltán Imre,2,EGYENI,KIS_HAZA
65706,02_217_097,Kittl János István,2,EGYENI,KIS_KTI
65706,02_217_097,Gavri Edit,1,EGYENI,KIS_SZOCDEM
65706,02_217_097,Sáfár Ferenc,0,EGYENI,KIS_OP
65706,02_217_097,Parádainé Jászfi Viktória,0,EGYENI,KIS_UDP
65706,02_217_097,Dallos Norbert,0,EGYENI,KIS_MCF
65706,02_217_097,Kiss Zoltán,0,EGYENI,KIS_MACSEP
65706,02_217_097,Petrecz Veronika,0,EGYENI,KIS_UMP
65680,02_217_098,Dr. Szakács László,281,EGYENI,OSSZEFOGAS14
65680,02_217_098,Dr. Hoppál Péter Tamás,260,EGYENI,FIDESZ
65680,02_217_098,Gyimesi Gábor Jenõ,105,EGYENI,JOBBIK
65680,02_217_098,Dr. Keresztes László Lóránt,41,EGYENI,LMP
65680,02_217_098,György Zoltán Imre,9,EGYENI,KIS_HAZA
65680,02_217_098,Héjjas Illés Gábor,5,EGYENI,KIS_JESZ
65680,02_217_098,Gavri Edit,3,EGYENI,KIS_SZOCDEM
65680,02_217_098,Radányi Norbert,2,EGYENI,KIS_SEM
65680,02_217_098,Kittl János István,2,EGYENI,KIS_KTI
65680,02_217_098,Parádainé Jászfi Viktória,2,EGYENI,KIS_UDP
65680,02_217_098,Sáfár Ferenc,2,EGYENI,KIS_OP
65680,02_217_098,Kiss Zoltán,1,EGYENI,KIS_MACSEP
65680,02_217_098,Donáczi György János,1,EGYENI,KIS_FKGP
65680,02_217_098,Dallos Norbert,0,EGYENI,KIS_MCF
65680,02_217_098,Petrecz Veronika,0,EGYENI,KIS_UMP
65708,02_217_099,Dr. Hoppál Péter Tamás,296,EGYENI,FIDESZ
65708,02_217_099,Dr. Szakács László,189,EGYENI,OSSZEFOGAS14
65708,02_217_099,Gyimesi Gábor Jenõ,131,EGYENI,JOBBIK
65708,02_217_099,Dr. Keresztes László Lóránt,55,EGYENI,LMP
65708,02_217_099,György Zoltán Imre,15,EGYENI,KIS_HAZA
65708,02_217_099,Radányi Norbert,6,EGYENI,KIS_SEM
65708,02_217_099,Kittl János István,6,EGYENI,KIS_KTI
65708,02_217_099,Parádainé Jászfi Viktória,2,EGYENI,KIS_UDP
65708,02_217_099,Kiss Zoltán,1,EGYENI,KIS_MACSEP
65708,02_217_099,Gavri Edit,1,EGYENI,KIS_SZOCDEM
65708,02_217_099,Sáfár Ferenc,0,EGYENI,KIS_OP
65708,02_217_099,Héjjas Illés Gábor,0,EGYENI,KIS_JESZ
65708,02_217_099,Dallos Norbert,0,EGYENI,KIS_MCF
65708,02_217_099,Donáczi György János,0,EGYENI,KIS_FKGP
65708,02_217_099,Petrecz Veronika,0,EGYENI,KIS_UMP
65710,02_217_100,Dr. Hoppál Péter Tamás,315,EGYENI,FIDESZ
65710,02_217_100,Dr. Szakács László,219,EGYENI,OSSZEFOGAS14
65710,02_217_100,Gyimesi Gábor Jenõ,130,EGYENI,JOBBIK
65710,02_217_100,Dr. Keresztes László Lóránt,88,EGYENI,LMP
65710,02_217_100,György Zoltán Imre,10,EGYENI,KIS_HAZA
65710,02_217_100,Radányi Norbert,6,EGYENI,KIS_SEM
65710,02_217_100,Gavri Edit,5,EGYENI,KIS_SZOCDEM
65710,02_217_100,Kittl János István,3,EGYENI,KIS_KTI
65710,02_217_100,Donáczi György János,2,EGYENI,KIS_FKGP
65710,02_217_100,Petrecz Veronika,1,EGYENI,KIS_UMP
65710,02_217_100,Héjjas Illés Gábor,1,EGYENI,KIS_JESZ
65710,02_217_100,Dallos Norbert,0,EGYENI,KIS_MCF
65710,02_217_100,Sáfár Ferenc,0,EGYENI,KIS_OP
65710,02_217_100,Kiss Zoltán,0,EGYENI,KIS_MACSEP
65710,02_217_100,Parádainé Jászfi Viktória,0,EGYENI,KIS_UDP
65712,02_217_101,Dr. Hoppál Péter Tamás,284,EGYENI,FIDESZ
65712,02_217_101,Dr. Szakács László,194,EGYENI,OSSZEFOGAS14
65712,02_217_101,Gyimesi Gábor Jenõ,120,EGYENI,JOBBIK
65712,02_217_101,Dr. Keresztes László Lóránt,84,EGYENI,LMP
65712,02_217_101,György Zoltán Imre,10,EGYENI,KIS_HAZA
65712,02_217_101,Gavri Edit,6,EGYENI,KIS_SZOCDEM
65712,02_217_101,Sáfár Ferenc,5,EGYENI,KIS_OP
65712,02_217_101,Radányi Norbert,4,EGYENI,KIS_SEM
65712,02_217_101,Donáczi György János,3,EGYENI,KIS_FKGP
65712,02_217_101,Héjjas Illés Gábor,1,EGYENI,KIS_JESZ
65712,02_217_101,Kiss Zoltán,1,EGYENI,KIS_MACSEP
65712,02_217_101,Petrecz Veronika,1,EGYENI,KIS_UMP
65712,02_217_101,Kittl János István,1,EGYENI,KIS_KTI
65712,02_217_101,Dallos Norbert,0,EGYENI,KIS_MCF
65712,02_217_101,Parádainé Jászfi Viktória,0,EGYENI,KIS_UDP
65714,02_217_102,Dr. Hoppál Péter Tamás,254,EGYENI,FIDESZ
65714,02_217_102,Dr. Szakács László,183,EGYENI,OSSZEFOGAS14
65714,02_217_102,Gyimesi Gábor Jenõ,124,EGYENI,JOBBIK
65714,02_217_102,Dr. Keresztes László Lóránt,91,EGYENI,LMP
65714,02_217_102,György Zoltán Imre,20,EGYENI,KIS_HAZA
65714,02_217_102,Radányi Norbert,6,EGYENI,KIS_SEM
65714,02_217_102,Donáczi György János,4,EGYENI,KIS_FKGP
65714,02_217_102,Sáfár Ferenc,4,EGYENI,KIS_OP
65714,02_217_102,Kittl János István,3,EGYENI,KIS_KTI
65714,02_217_102,Héjjas Illés Gábor,2,EGYENI,KIS_JESZ
65714,02_217_102,Gavri Edit,1,EGYENI,KIS_SZOCDEM
65714,02_217_102,Dallos Norbert,0,EGYENI,KIS_MCF
65714,02_217_102,Kiss Zoltán,0,EGYENI,KIS_MACSEP
65714,02_217_102,Parádainé Jászfi Viktória,0,EGYENI,KIS_UDP
65714,02_217_102,Petrecz Veronika,0,EGYENI,KIS_UMP
65496,02_217_103,Dr. Tóth Bertalan,244,EGYENI,OSSZEFOGAS14
65496,02_217_103,Csizi Péter,223,EGYENI,FIDESZ
65496,02_217_103,Németh Zsolt,115,EGYENI,JOBBIK
65496,02_217_103,Dr. Kóbor József,54,EGYENI,LMP
65496,02_217_103,Török Edina,7,EGYENI,KIS_HAZA
65496,02_217_103,Tóth József,6,EGYENI,KIS_JESZ
65496,02_217_103,Szaksz Tamás,4,EGYENI,KIS_SEM
65496,02_217_103,Juhász István,4,EGYENI,KIS_SZOCDEM
65496,02_217_103,Szentes Richárd,3,EGYENI,FUGGETLEN
65496,02_217_103,Erdélyi Sándor Mihály,3,EGYENI,KIS_SMS
65496,02_217_103,Gyócsi Gyõzõ Roland,3,EGYENI,FUGGETLEN
65496,02_217_103,Ördög Margit Rozália,2,EGYENI,KIS_FKGP
65496,02_217_103,Barna László István,1,EGYENI,KIS_KTI
65496,02_217_103,Eckert Péter,1,EGYENI,KIS_SZAVA
65496,02_217_103,Sárközi Lajos,0,EGYENI,FUGGETLEN
65496,02_217_103,Zilinszki Zita,0,EGYENI,KIS_MACSEP
65496,02_217_103,Csiszárné Nagy Erzsébet,0,EGYENI,KIS_TEMPO
65496,02_217_103,Kissné Patkós Gyöngyi Hajnalka,0,EGYENI,KIS_MCF
65498,02_217_104,Csizi Péter,259,EGYENI,FIDESZ
65498,02_217_104,Dr. Tóth Bertalan,182,EGYENI,OSSZEFOGAS14
65498,02_217_104,Németh Zsolt,107,EGYENI,JOBBIK
65498,02_217_104,Dr. Kóbor József,30,EGYENI,LMP
65498,02_217_104,Juhász István,9,EGYENI,KIS_SZOCDEM
65498,02_217_104,Ördög Margit Rozália,6,EGYENI,KIS_FKGP
65498,02_217_104,Török Edina,4,EGYENI,KIS_HAZA
65498,02_217_104,Barna László István,4,EGYENI,KIS_KTI
65498,02_217_104,Eckert Péter,3,EGYENI,KIS_SZAVA
65498,02_217_104,Gyócsi Gyõzõ Roland,2,EGYENI,FUGGETLEN
65498,02_217_104,Szaksz Tamás,2,EGYENI,KIS_SEM
65498,02_217_104,Szentes Richárd,2,EGYENI,FUGGETLEN
65498,02_217_104,Erdélyi Sándor Mihály,2,EGYENI,KIS_SMS
65498,02_217_104,Csiszárné Nagy Erzsébet,1,EGYENI,KIS_TEMPO
65498,02_217_104,Sárközi Lajos,0,EGYENI,FUGGETLEN
65498,02_217_104,Tóth József,0,EGYENI,KIS_JESZ
65498,02_217_104,Zilinszki Zita,0,EGYENI,KIS_MACSEP
65498,02_217_104,Kissné Patkós Gyöngyi Hajnalka,0,EGYENI,KIS_MCF
65500,02_217_105,Csizi Péter,188,EGYENI,FIDESZ
65500,02_217_105,Dr. Tóth Bertalan,177,EGYENI,OSSZEFOGAS14
65500,02_217_105,Németh Zsolt,75,EGYENI,JOBBIK
65500,02_217_105,Dr. Kóbor József,35,EGYENI,LMP
65500,02_217_105,Török Edina,7,EGYENI,KIS_HAZA
65500,02_217_105,Barna László István,7,EGYENI,KIS_KTI
65500,02_217_105,Juhász István,4,EGYENI,KIS_SZOCDEM
65500,02_217_105,Szentes Richárd,3,EGYENI,FUGGETLEN
65500,02_217_105,Erdélyi Sándor Mihály,3,EGYENI,KIS_SMS
65500,02_217_105,Csiszárné Nagy Erzsébet,1,EGYENI,KIS_TEMPO
65500,02_217_105,Eckert Péter,1,EGYENI,KIS_SZAVA
65500,02_217_105,Gyócsi Gyõzõ Roland,1,EGYENI,FUGGETLEN
65500,02_217_105,Tóth József,1,EGYENI,KIS_JESZ
65500,02_217_105,Zilinszki Zita,0,EGYENI,KIS_MACSEP
65500,02_217_105,Kissné Patkós Gyöngyi Hajnalka,0,EGYENI,KIS_MCF
65500,02_217_105,Sárközi Lajos,0,EGYENI,FUGGETLEN
65500,02_217_105,Ördög Margit Rozália,0,EGYENI,KIS_FKGP
65500,02_217_105,Szaksz Tamás,0,EGYENI,KIS_SEM
65502,02_217_106,Csizi Péter,174,EGYENI,FIDESZ
65502,02_217_106,Dr. Tóth Bertalan,123,EGYENI,OSSZEFOGAS14
65502,02_217_106,Németh Zsolt,71,EGYENI,JOBBIK
65502,02_217_106,Dr. Kóbor József,65,EGYENI,LMP
65502,02_217_106,Török Edina,7,EGYENI,KIS_HAZA
65502,02_217_106,Ördög Margit Rozália,3,EGYENI,KIS_FKGP
65502,02_217_106,Szaksz Tamás,3,EGYENI,KIS_SEM
65502,02_217_106,Juhász István,1,EGYENI,KIS_SZOCDEM
65502,02_217_106,Barna László István,1,EGYENI,KIS_KTI
65502,02_217_106,Gyócsi Gyõzõ Roland,1,EGYENI,FUGGETLEN
65502,02_217_106,Tóth József,0,EGYENI,KIS_JESZ
65502,02_217_106,Zilinszki Zita,0,EGYENI,KIS_MACSEP
65502,02_217_106,Sárközi Lajos,0,EGYENI,FUGGETLEN
65502,02_217_106,Erdélyi Sándor Mihály,0,EGYENI,KIS_SMS
65502,02_217_106,Csiszárné Nagy Erzsébet,0,EGYENI,KIS_TEMPO
65502,02_217_106,Kissné Patkós Gyöngyi Hajnalka,0,EGYENI,KIS_MCF
65502,02_217_106,Szentes Richárd,0,EGYENI,FUGGETLEN
65502,02_217_106,Eckert Péter,0,EGYENI,KIS_SZAVA
65056,02_217_107,Dr. Tóth Bertalan,169,EGYENI,OSSZEFOGAS14
65056,02_217_107,Csizi Péter,168,EGYENI,FIDESZ
65056,02_217_107,Németh Zsolt,84,EGYENI,JOBBIK
65056,02_217_107,Dr. Kóbor József,28,EGYENI,LMP
65056,02_217_107,Török Edina,9,EGYENI,KIS_HAZA
65056,02_217_107,Barna László István,7,EGYENI,KIS_KTI
65056,02_217_107,Erdélyi Sándor Mihály,5,EGYENI,KIS_SMS
65056,02_217_107,Juhász István,3,EGYENI,KIS_SZOCDEM
65056,02_217_107,Szaksz Tamás,3,EGYENI,KIS_SEM
65056,02_217_107,Tóth József,2,EGYENI,KIS_JESZ
65056,02_217_107,Eckert Péter,1,EGYENI,KIS_SZAVA
65056,02_217_107,Szentes Richárd,1,EGYENI,FUGGETLEN
65056,02_217_107,Sárközi Lajos,1,EGYENI,FUGGETLEN
65056,02_217_107,Csiszárné Nagy Erzsébet,0,EGYENI,KIS_TEMPO
65056,02_217_107,Ördög Margit Rozália,0,EGYENI,KIS_FKGP
65056,02_217_107,Zilinszki Zita,0,EGYENI,KIS_MACSEP
65056,02_217_107,Kissné Patkós Gyöngyi Hajnalka,0,EGYENI,KIS_MCF
65056,02_217_107,Gyócsi Gyõzõ Roland,0,EGYENI,FUGGETLEN
65058,02_217_108,Dr. Tóth Bertalan,179,EGYENI,OSSZEFOGAS14
65058,02_217_108,Csizi Péter,133,EGYENI,FIDESZ
65058,02_217_108,Németh Zsolt,90,EGYENI,JOBBIK
65058,02_217_108,Dr. Kóbor József,41,EGYENI,LMP
65058,02_217_108,Barna László István,7,EGYENI,KIS_KTI
65058,02_217_108,Erdélyi Sándor Mihály,6,EGYENI,KIS_SMS
65058,02_217_108,Juhász István,4,EGYENI,KIS_SZOCDEM
65058,02_217_108,Török Edina,3,EGYENI,KIS_HAZA
65058,02_217_108,Szaksz Tamás,2,EGYENI,KIS_SEM
65058,02_217_108,Ördög Margit Rozália,1,EGYENI,KIS_FKGP
65058,02_217_108,Eckert Péter,0,EGYENI,KIS_SZAVA
65058,02_217_108,Zilinszki Zita,0,EGYENI,KIS_MACSEP
65058,02_217_108,Kissné Patkós Gyöngyi Hajnalka,0,EGYENI,KIS_MCF
65058,02_217_108,Sárközi Lajos,0,EGYENI,FUGGETLEN
65058,02_217_108,Gyócsi Gyõzõ Roland,0,EGYENI,FUGGETLEN
65058,02_217_108,Tóth József,0,EGYENI,KIS_JESZ
65058,02_217_108,Csiszárné Nagy Erzsébet,0,EGYENI,KIS_TEMPO
65058,02_217_108,Szentes Richárd,0,EGYENI,FUGGETLEN
65060,02_217_109,Dr. Tóth Bertalan,162,EGYENI,OSSZEFOGAS14
65060,02_217_109,Csizi Péter,123,EGYENI,FIDESZ
65060,02_217_109,Németh Zsolt,84,EGYENI,JOBBIK
65060,02_217_109,Dr. Kóbor József,24,EGYENI,LMP
65060,02_217_109,Barna László István,4,EGYENI,KIS_KTI
65060,02_217_109,Török Edina,2,EGYENI,KIS_HAZA
65060,02_217_109,Szentes Richárd,2,EGYENI,FUGGETLEN
65060,02_217_109,Tóth József,2,EGYENI,KIS_JESZ
65060,02_217_109,Juhász István,1,EGYENI,KIS_SZOCDEM
65060,02_217_109,Gyócsi Gyõzõ Roland,1,EGYENI,FUGGETLEN
65060,02_217_109,Erdélyi Sándor Mihály,1,EGYENI,KIS_SMS
65060,02_217_109,Sárközi Lajos,0,EGYENI,FUGGETLEN
65060,02_217_109,Ördög Margit Rozália,0,EGYENI,KIS_FKGP
65060,02_217_109,Csiszárné Nagy Erzsébet,0,EGYENI,KIS_TEMPO
65060,02_217_109,Eckert Péter,0,EGYENI,KIS_SZAVA
65060,02_217_109,Zilinszki Zita,0,EGYENI,KIS_MACSEP
65060,02_217_109,Kissné Patkós Gyöngyi Hajnalka,0,EGYENI,KIS_MCF
65060,02_217_109,Szaksz Tamás,0,EGYENI,KIS_SEM
65062,02_217_110,Csizi Péter,148,EGYENI,FIDESZ
65062,02_217_110,Dr. Tóth Bertalan,139,EGYENI,OSSZEFOGAS14
65062,02_217_110,Németh Zsolt,73,EGYENI,JOBBIK
65062,02_217_110,Dr. Kóbor József,19,EGYENI,LMP
65062,02_217_110,Török Edina,7,EGYENI,KIS_HAZA
65062,02_217_110,Ördög Margit Rozália,2,EGYENI,KIS_FKGP
65062,02_217_110,Szentes Richárd,1,EGYENI,FUGGETLEN
65062,02_217_110,Csiszárné Nagy Erzsébet,1,EGYENI,KIS_TEMPO
65062,02_217_110,Juhász István,1,EGYENI,KIS_SZOCDEM
65062,02_217_110,Gyócsi Gyõzõ Roland,1,EGYENI,FUGGETLEN
65062,02_217_110,Szaksz Tamás,1,EGYENI,KIS_SEM
65062,02_217_110,Tóth József,0,EGYENI,KIS_JESZ
65062,02_217_110,Barna László István,0,EGYENI,KIS_KTI
65062,02_217_110,Sárközi Lajos,0,EGYENI,FUGGETLEN
65062,02_217_110,Zilinszki Zita,0,EGYENI,KIS_MACSEP
65062,02_217_110,Kissné Patkós Gyöngyi Hajnalka,0,EGYENI,KIS_MCF
65062,02_217_110,Eckert Péter,0,EGYENI,KIS_SZAVA
65062,02_217_110,Erdélyi Sándor Mihály,0,EGYENI,KIS_SMS
65504,02_217_111,Csizi Péter,185,EGYENI,FIDESZ
65504,02_217_111,Dr. Tóth Bertalan,145,EGYENI,OSSZEFOGAS14
65504,02_217_111,Németh Zsolt,108,EGYENI,JOBBIK
65504,02_217_111,Dr. Kóbor József,25,EGYENI,LMP
65504,02_217_111,Török Edina,11,EGYENI,KIS_HAZA
65504,02_217_111,Szentes Richárd,4,EGYENI,FUGGETLEN
65504,02_217_111,Juhász István,2,EGYENI,KIS_SZOCDEM
65504,02_217_111,Erdélyi Sándor Mihály,1,EGYENI,KIS_SMS
65504,02_217_111,Gyócsi Gyõzõ Roland,1,EGYENI,FUGGETLEN
65504,02_217_111,Szaksz Tamás,1,EGYENI,KIS_SEM
65504,02_217_111,Csiszárné Nagy Erzsébet,0,EGYENI,KIS_TEMPO
65504,02_217_111,Tóth József,0,EGYENI,KIS_JESZ
65504,02_217_111,Kissné Patkós Gyöngyi Hajnalka,0,EGYENI,KIS_MCF
65504,02_217_111,Zilinszki Zita,0,EGYENI,KIS_MACSEP
65504,02_217_111,Ördög Margit Rozália,0,EGYENI,KIS_FKGP
65504,02_217_111,Eckert Péter,0,EGYENI,KIS_SZAVA
65504,02_217_111,Barna László István,0,EGYENI,KIS_KTI
65504,02_217_111,Sárközi Lajos,0,EGYENI,FUGGETLEN
65046,02_217_112,Dr. Tóth Bertalan,145,EGYENI,OSSZEFOGAS14
65046,02_217_112,Csizi Péter,130,EGYENI,FIDESZ
65046,02_217_112,Németh Zsolt,67,EGYENI,JOBBIK
65046,02_217_112,Dr. Kóbor József,23,EGYENI,LMP
65046,02_217_112,Erdélyi Sándor Mihály,5,EGYENI,KIS_SMS
65046,02_217_112,Barna László István,5,EGYENI,KIS_KTI
65046,02_217_112,Szaksz Tamás,4,EGYENI,KIS_SEM
65046,02_217_112,Török Edina,3,EGYENI,KIS_HAZA
65046,02_217_112,Csiszárné Nagy Erzsébet,2,EGYENI,KIS_TEMPO
65046,02_217_112,Eckert Péter,1,EGYENI,KIS_SZAVA
65046,02_217_112,Sárközi Lajos,1,EGYENI,FUGGETLEN
65046,02_217_112,Szentes Richárd,0,EGYENI,FUGGETLEN
65046,02_217_112,Tóth József,0,EGYENI,KIS_JESZ
65046,02_217_112,Juhász István,0,EGYENI,KIS_SZOCDEM
65046,02_217_112,Zilinszki Zita,0,EGYENI,KIS_MACSEP
65046,02_217_112,Gyócsi Gyõzõ Roland,0,EGYENI,FUGGETLEN
65046,02_217_112,Kissné Patkós Gyöngyi Hajnalka,0,EGYENI,KIS_MCF
65046,02_217_112,Ördög Margit Rozália,0,EGYENI,KIS_FKGP
65048,02_217_113,Dr. Tóth Bertalan,152,EGYENI,OSSZEFOGAS14
65048,02_217_113,Csizi Péter,145,EGYENI,FIDESZ
65048,02_217_113,Németh Zsolt,100,EGYENI,JOBBIK
65048,02_217_113,Dr. Kóbor József,31,EGYENI,LMP
65048,02_217_113,Juhász István,6,EGYENI,KIS_SZOCDEM
65048,02_217_113,Barna László István,4,EGYENI,KIS_KTI
65048,02_217_113,Tóth József,2,EGYENI,KIS_JESZ
65048,02_217_113,Erdélyi Sándor Mihály,2,EGYENI,KIS_SMS
65048,02_217_113,Török Edina,2,EGYENI,KIS_HAZA
65048,02_217_113,Ördög Margit Rozália,1,EGYENI,KIS_FKGP
65048,02_217_113,Zilinszki Zita,0,EGYENI,KIS_MACSEP
65048,02_217_113,Szentes Richárd,0,EGYENI,FUGGETLEN
