SZAVAZOKOR,MEGYEKOD,MEGYE,OEVK,SZEKHELY,SZH_KER,TELEPULES_SORSZAM,TELEPULES,OEVK26VF,OEVK14,OEVK26_options,OEVK26_isect,METSZET,OEVK26_or_type,OEVK26_or,OEVK26,MI,OEVK26_largest,ATJELENTKEZOK,INDULO,HONOS,ATJELENTKEZO_IDE,ATJELENTKEZO_INNEN,OSSZESEN,URL,TERULET
01_003_009,01,BUDAPEST,01_04,Budapest,02,003,Budapest III. kerület,01_04,01_04,01_04|01_11,01_04,92482,,,01_04,1,01_04,N,887,847,0,40,847,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-009?tab=data,92482
01_003_010,01,BUDAPEST,01_04,Budapest,02,003,Budapest III. kerület,01_04,01_04,01_04|01_11,01_04,440978,,,01_04,1,01_04,N,871,823,0,40,823,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-010?tab=data,440978
01_003_011,01,BUDAPEST,01_04,Budapest,02,003,Budapest III. kerület,01_04,01_04,01_04|01_11,01_04,698418,,,01_04,1,01_04,N,945,875,0,59,875,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-011?tab=data,698418
01_003_012,01,BUDAPEST,01_04,Budapest,02,003,Budapest III. kerület,01_04,01_04,01_04|01_11,01_04,485649,,,01_04,1,01_04,N,938,888,0,40,888,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-012?tab=data,485649
01_003_013,01,BUDAPEST,01_04,Budapest,02,003,Budapest III. kerület,01_04,01_04,01_04|01_11,01_04,1853346,,,01_04,1,01_04,N,951,904,0,48,904,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-013?tab=data,1853346
01_003_014,01,BUDAPEST,01_04,Budapest,02,003,Budapest III. kerület,01_04,01_04,01_04|01_11,01_04|01_11,2001138|4182,,,01_04,1|0,01_04,N,902,822,0,68,822,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-014?tab=data,2005320
01_003_015,01,BUDAPEST,01_04,Budapest,02,003,Budapest III. kerület,01_04,01_04,01_04|01_11,01_04|01_11,906269|1908,,,01_04,1|0,01_04,N,776,733,0,48,733,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-015?tab=data,908176
01_003_016,01,BUDAPEST,01_04,Budapest,02,003,Budapest III. kerület,01_04,01_04,01_04|01_11,01_04,1021960,,,01_04,1,01_04,N,807,777,0,31,777,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-016?tab=data,1021960
01_003_017,01,BUDAPEST,01_04,Budapest,02,003,Budapest III. kerület,01_04,01_04,01_04|01_11,01_04,1157451,,,01_04,1,01_04,N,892,855,0,33,855,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-017?tab=data,1157451
01_003_018,01,BUDAPEST,01_04,Budapest,02,003,Budapest III. kerület,01_04,01_04,01_04|01_11,01_04,1756824,,,01_04,1,01_04,N,1010,956,0,49,956,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-018?tab=data,1756824
01_003_019,01,BUDAPEST,01_04,Budapest,02,003,Budapest III. kerület,01_04,01_04,01_04|01_11,01_04,1138011,,,01_04,1,01_04,N,1235,1197,0,51,1197,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-019?tab=data,1138011
01_003_020,01,BUDAPEST,01_04,Budapest,02,003,Budapest III. kerület,01_04,01_04,01_04|01_11,01_04|01_11,5322480|764,,,01_04,1|0,01_04,N,1350,1305,0,53,1305,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-020?tab=data,5465247
01_003_021,01,BUDAPEST,01_04,Budapest,02,003,Budapest III. kerület,01_11,01_04,01_04|01_11,01_04|01_11,251455|2299623,,,01_11,0|1,01_11,N,1002,979,0,35,979,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-021?tab=data,2551543
01_003_022,01,BUDAPEST,01_04,Budapest,02,003,Budapest III. kerület,01_11,01_04,01_04|01_11,01_11,2996164,,,01_11,1,01_11,N,1286,1245,0,51,1245,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-022?tab=data,3000181
01_003_023,01,BUDAPEST,01_04,Budapest,02,003,Budapest III. kerület,01_11,01_04,01_04|01_11,01_11,708593,,,01_11,1,01_11,N,897,839,0,62,839,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-023?tab=data,710449
01_003_024,01,BUDAPEST,01_04,Budapest,02,003,Budapest III. kerület,01_11,01_04,01_04|01_11,01_11,421799,,,01_11,1,01_11,N,997,951,0,57,951,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-024?tab=data,421799
01_003_025,01,BUDAPEST,01_04,Budapest,02,003,Budapest III. kerület,01_11,01_04,01_04|01_11,01_11,614393,,,01_11,1,01_11,N,762,730,0,39,730,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-025?tab=data,614393
01_003_026,01,BUDAPEST,01_04,Budapest,02,003,Budapest III. kerület,01_11,01_04,01_04|01_11,01_11,462552,,,01_11,1,01_11,N,794,747,0,39,747,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-026?tab=data,462552
01_003_027,01,BUDAPEST,01_04,Budapest,02,003,Budapest III. kerület,01_11,01_04,01_04|01_11,01_11,978608,,,01_11,1,01_11,N,896,852,0,47,852,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-027?tab=data,978923
01_003_028,01,BUDAPEST,01_04,Budapest,02,003,Budapest III. kerület,01_11,01_04,01_04|01_11,01_11,1122871,,,01_11,1,01_11,N,905,877,0,23,877,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-028?tab=data,1129444
01_003_029,01,BUDAPEST,01_04,Budapest,02,003,Budapest III. kerület,01_11,01_04,01_04|01_11,01_11,698004,,,01_11,1,01_11,N,912,887,0,23,887,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-029?tab=data,698004
01_003_030,01,BUDAPEST,01_04,Budapest,02,003,Budapest III. kerület,01_11,01_04,01_04|01_11,01_11,1943664,,,01_11,1,01_11,N,929,877,0,48,877,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-030?tab=data,1983755
01_003_031,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,154298,,,01_11,1,01_11,N,882,836,0,39,836,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-031?tab=data,154298
01_003_032,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,220045,,,01_11,1,01_11,N,944,894,0,40,894,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-032?tab=data,220045
01_003_033,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,90913,,,01_11,1,01_11,N,882,852,0,36,852,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-033?tab=data,90913
01_003_034,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,106249,,,01_11,1,01_11,N,800,777,0,25,777,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-034?tab=data,106249
01_003_035,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,,,soft,01_11,01_11,,,,,,,,,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-035?tab=data,
01_003_036,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_04|01_11,31631|29719,,,01_04,1|0,01_04,N,784,752,0,30,752,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-036?tab=data,61349
01_003_037,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_04,01_10,01_04|01_11,01_04|01_11,110854|81450,,,01_04,1|0,01_04,N,925,876,0,57,876,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-037?tab=data,192304
01_003_038,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,133446,,,01_11,1,01_11,N,776,749,0,29,749,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-038?tab=data,133446
01_003_039,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,18090,,,01_11,1,01_11,N,775,752,0,24,752,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-039?tab=data,18090
01_003_040,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,42275,,,01_11,1,01_11,N,712,699,0,25,699,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-040?tab=data,42275
01_003_041,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,35196,,,01_11,1,01_11,N,786,751,0,32,751,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-041?tab=data,35196
01_003_042,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,94914,,,01_11,1,01_11,N,696,674,0,26,674,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-042?tab=data,94914
01_003_043,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,69742,,,01_11,1,01_11,N,1009,967,0,41,967,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-043?tab=data,69742
01_003_044,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,140819,,,01_11,1,01_11,N,977,933,0,36,933,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-044?tab=data,140819
01_003_045,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,74724,,,01_11,1,01_11,N,944,917,0,29,917,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-045?tab=data,74724
01_003_046,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,145321,,,01_11,1,01_11,N,821,790,0,30,790,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-046?tab=data,145321
01_003_047,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,4304119,soft,01_11,01_11,1,01_11,N,726,706,0,17,706,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-047?tab=data,4304119
01_003_048,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,50602,,,01_11,1,01_11,N,847,806,0,33,806,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-048?tab=data,50602
01_003_049,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,79835,,,01_11,1,01_11,N,877,825,0,43,825,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-049?tab=data,79835
01_003_050,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,76033,,,01_11,1,01_11,N,847,801,0,38,801,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-050?tab=data,76033
01_003_051,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,62661,,,01_11,1,01_11,N,779,748,0,24,748,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-051?tab=data,62661
01_003_052,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,144130,,,01_11,1,01_11,N,949,926,0,25,926,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-052?tab=data,144130
01_003_053,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,231761,,,01_11,1,01_11,N,758,726,0,28,726,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-053?tab=data,231761
01_003_054,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,75639,,,01_11,1,01_11,N,908,870,0,39,870,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-054?tab=data,75639
01_003_055,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,54404,,,01_11,1,01_11,N,825,807,0,18,807,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-055?tab=data,54404
01_003_056,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,40377,,,01_11,1,01_11,N,838,823,0,19,823,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-056?tab=data,40377
01_003_057,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,100745,,,01_11,1,01_11,N,943,918,0,27,918,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-057?tab=data,100745
01_003_058,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,111296,,,01_11,1,01_11,N,815,787,0,27,787,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-058?tab=data,111296
01_003_059,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,249797,,,01_11,1,01_11,N,789,752,0,28,752,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-059?tab=data,249797
01_003_060,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,78656,,,01_11,1,01_11,N,870,813,0,46,813,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-060?tab=data,78656
01_003_061,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,113855,,,01_11,1,01_11,N,892,848,0,49,848,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-061?tab=data,113855
01_003_062,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,38476,,,01_11,1,01_11,N,867,848,0,18,848,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-062?tab=data,38476
01_003_063,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,130112,,,01_11,1,01_11,N,871,846,0,22,846,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-063?tab=data,130112
01_003_064,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,167999,,,01_11,1,01_11,N,768,736,0,29,736,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-064?tab=data,167999
01_003_065,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,260752,,,01_11,1,01_11,N,1007,973,0,30,973,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-065?tab=data,260752
01_003_066,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_04|01_11,17682|3586225,,,01_11,0|1,01_11,N,834,792,0,36,792,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-066?tab=data,3603907
01_003_067,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_04|01_11,2014|96232,,,01_11,0|1,01_11,N,824,784,0,26,784,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-067?tab=data,98246
01_003_068,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,2407383,,,01_11,1,01_11,N,816,782,0,35,782,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-068?tab=data,2407383
01_003_069,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,191865,,,01_11,1,01_11,N,797,746,0,40,746,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-069?tab=data,191865
01_003_070,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,59324,,,01_11,1,01_11,N,801,756,0,39,756,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-070?tab=data,59324
01_003_071,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,108882,,,01_11,1,01_11,N,901,870,0,30,870,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-071?tab=data,108882
01_003_072,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,56833,,,01_11,1,01_11,N,905,852,0,47,852,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-072?tab=data,56833
01_003_073,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,261682,,,01_11,1,01_11,N,854,811,0,34,811,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-073?tab=data,261682
01_003_074,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,127828,,,01_11,1,01_11,N,874,825,0,45,825,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-074?tab=data,127828
01_003_075,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,73158,,,01_11,1,01_11,N,732,704,0,26,704,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-075?tab=data,73158
01_003_076,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,227017,,,01_11,1,01_11,N,997,954,0,45,954,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-076?tab=data,227017
01_003_077,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,240711,,,01_11,1,01_11,N,856,824,0,37,824,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-077?tab=data,240711
01_003_078,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,981532,,,01_11,1,01_11,N,853,806,0,38,806,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-078?tab=data,981532
01_003_079,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,671242,,,01_11,1,01_11,N,921,869,0,39,869,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-079?tab=data,671242
01_003_080,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,505415,,,01_11,1,01_11,N,926,877,0,38,877,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-080?tab=data,505415
01_003_081,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,686625,,,01_11,1,01_11,N,973,933,0,37,933,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-081?tab=data,686625
01_003_082,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,758335,,,01_11,1,01_11,N,1053,1002,0,47,1002,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-082?tab=data,758335
01_003_083,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,751813,,,01_11,1,01_11,N,1016,987,0,44,987,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-083?tab=data,751813
01_003_084,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,783261,,,01_11,1,01_11,N,917,880,0,29,880,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-084?tab=data,783261
01_003_085,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,116363,,,01_11,1,01_11,N,801,769,0,22,769,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-085?tab=data,116363
01_003_086,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,116623,,,01_11,1,01_11,N,794,763,0,23,763,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-086?tab=data,116623
01_003_087,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,47330,,,01_11,1,01_11,N,935,892,0,37,892,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-087?tab=data,47330
01_003_088,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,19797,,,01_11,1,01_11,N,862,829,0,23,829,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-088?tab=data,19797
01_003_089,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,102394,,,01_11,1,01_11,N,977,933,0,36,933,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-089?tab=data,102394
01_003_090,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,38479,,,01_11,1,01_11,N,812,776,0,28,776,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-090?tab=data,38479
01_003_091,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,91250,,,01_11,1,01_11,N,741,712,0,18,712,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-091?tab=data,91250
01_003_092,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,53623,,,01_11,1,01_11,N,955,918,0,37,918,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-092?tab=data,53623
01_003_093,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,55590,,,01_11,1,01_11,N,884,853,0,33,853,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-093?tab=data,55590
01_003_094,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,149795,,,01_11,1,01_11,N,786,758,0,28,758,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-094?tab=data,149795
01_003_095,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,1353788,,,01_11,1,01_11,N,797,765,0,27,765,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-095?tab=data,1366537
01_003_096,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,55066,,,01_11,1,01_11,N,967,925,0,36,925,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-096?tab=data,55066
01_003_097,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,58606,,,01_11,1,01_11,N,967,946,0,28,946,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-097?tab=data,58606
01_003_098,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,34155,,,01_11,1,01_11,N,702,666,0,31,666,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-098?tab=data,34155
01_003_099,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,63392,,,01_11,1,01_11,N,958,927,0,23,927,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-099?tab=data,63392
01_003_100,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,94332,,,01_11,1,01_11,N,860,829,0,19,829,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-100?tab=data,94332
01_003_101,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,79644,,,01_11,1,01_11,N,855,829,0,21,829,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-101?tab=data,79644
01_003_102,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,51522,,,01_11,1,01_11,N,883,843,0,35,843,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-102?tab=data,51522
01_003_103,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,86000,,,01_11,1,01_11,N,841,798,0,30,798,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-103?tab=data,86000
01_003_104,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,46868,,,01_11,1,01_11,N,771,738,0,27,738,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-104?tab=data,46868
01_003_105,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,87639,,,01_11,1,01_11,N,741,722,0,22,722,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-105?tab=data,87639
01_003_106,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,87574,,,01_11,1,01_11,N,847,814,0,24,814,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-106?tab=data,87574
01_003_107,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,38150,,,01_11,1,01_11,N,779,750,0,25,750,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-107?tab=data,38150
01_003_108,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,23139,,,01_11,1,01_11,N,831,811,0,20,811,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-108?tab=data,23139
01_003_109,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,63649,,,01_11,1,01_11,N,787,758,0,18,758,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-109?tab=data,63649
01_003_110,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,36119,,,01_11,1,01_11,N,808,766,0,30,766,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-110?tab=data,36119
01_003_111,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,172400,,,01_11,1,01_11,N,749,732,0,18,732,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-111?tab=data,172400
01_003_112,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,01_11,01_10,01_04|01_11,01_11,316855,,,01_11,1,01_11,N,804,784,0,20,784,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-112?tab=data,316855
01_003_200,01,BUDAPEST,01_10,Budapest,03,003,Budapest III. kerület,,01_10,01_04|01_11,01_11,0,,,01_11,1,01_11,I,0,0,3828,0,3828,https://vtr.valasztas.hu/ogy2022/szavazohelyisegek/01-003-200?tab=data,0
