megye,település,sorszám,evk,számlKijelölt,átjKijelölt,átjel,átjelInnen,honos,induló,összesen
11,031,005,03,N,N,0,39,1044,1091,1044
11,031,006,03,N,N,0,42,958,1004,958
11,031,007,03,N,N,0,32,1030,1062,1030
11,031,008,03,N,N,0,18,1062,1093,1062
11,032,001,01,N,I,13,18,606,625,619
11,032,002,01,N,N,0,8,579,583,579
11,033,001,04,N,I,2,5,460,469,462
11,034,001,03,N,N,0,22,820,852,820
11,034,002,03,N,N,0,26,668,699,668
11,034,003,03,N,N,0,19,669,691,669
11,034,004,03,N,I,53,32,978,1017,1031
11,034,005,03,N,N,0,14,901,915,901
11,034,006,03,N,N,0,23,858,884,858
11,034,007,03,N,N,0,23,1035,1066,1035
11,035,001,03,N,N,0,10,522,541,522
11,035,002,03,N,N,0,2,552,560,552
11,035,003,03,N,I,24,14,552,574,576
11,035,004,03,N,N,0,23,551,577,551
11,035,005,03,N,N,0,10,548,564,548
11,035,006,03,N,N,0,8,568,580,568
11,035,007,03,N,N,0,8,569,580,569
11,036,001,04,N,N,0,21,538,571,538
11,036,002,04,N,N,0,14,719,739,719
11,036,003,04,N,N,0,10,657,667,657
11,036,004,04,N,N,0,20,621,654,621
11,036,005,04,N,I,42,21,619,649,661
11,036,006,04,N,N,0,19,728,748,728
11,036,007,04,N,N,0,24,777,797,777
11,036,008,04,N,N,0,14,924,949,924
11,036,009,04,N,N,0,6,227,230,227
11,036,010,04,N,N,0,16,520,541,520
11,037,001,04,N,N,0,22,662,685,662
11,037,002,04,N,N,0,33,914,959,914
11,037,003,04,N,I,46,36,911,962,957
11,037,004,04,N,N,0,28,827,860,827
11,037,005,04,N,N,0,29,737,774,737
11,037,006,04,N,N,0,35,958,1004,958
11,038,001,04,N,I,9,18,556,566,565
11,039,001,04,N,I,3,3,259,263,262
11,040,001,04,N,N,0,19,734,753,734
11,040,002,04,N,N,0,20,833,868,833
11,040,003,04,N,I,89,27,828,856,917
11,040,004,04,N,N,0,23,869,908,869
11,040,005,04,N,N,0,19,851,875,851
11,040,006,04,N,N,0,10,850,857,850
11,040,007,04,N,N,0,18,800,832,800
11,040,008,04,N,N,0,36,818,851,818
11,040,009,04,N,N,0,17,806,819,806
11,040,010,04,N,N,0,9,815,829,815
11,040,011,04,N,N,0,23,839,869,839
11,040,012,04,N,N,0,20,775,808,775
11,040,013,04,N,N,0,22,758,785,758
11,040,014,04,N,N,0,28,781,813,781
11,040,015,04,N,N,0,26,805,829,805
11,040,016,04,N,N,0,29,784,820,784
11,041,001,03,N,I,10,22,814,847,824
11,042,001,01,N,N,0,18,610,632,610
11,042,002,01,N,I,27,33,648,678,675
11,043,001,04,N,I,14,12,537,554,551
11,044,001,04,N,I,30,18,589,617,619
11,044,002,04,N,N,0,16,571,595,571
11,044,003,04,N,N,0,19,646,668,646
11,044,004,04,N,N,0,11,600,621,600
11,045,001,04,N,I,10,3,398,405,408
11,045,002,04,N,N,0,11,397,413,397
11,046,001,02,N,I,8,18,1262,1283,1270
11,047,001,01,N,N,0,22,936,959,936
11,047,002,01,N,N,0,21,860,883,860
11,047,003,01,N,I,31,17,844,865,875
11,047,004,01,N,N,0,14,836,853,836
11,047,005,01,N,N,0,14,870,900,870
11,048,001,01,N,I,7,18,814,833,821
11,048,002,01,N,N,0,11,733,754,733
11,049,001,04,N,N,0,14,801,812,801
11,049,002,04,N,N,0,12,595,598,595
11,049,003,04,N,N,0,11,717,734,717
11,049,004,04,N,I,21,21,985,1022,1006
11,050,001,01,N,I,5,20,779,799,784
11,051,001,04,N,I,10,19,611,641,621
11,051,002,04,N,N,0,10,189,196,189
11,052,001,01,N,N,0,32,766,802,766
11,052,002,01,N,N,0,35,814,863,814
11,052,003,01,N,N,0,39,1001,1060,1001
11,052,004,01,N,N,0,31,778,826,778
11,052,005,01,N,N,0,32,763,806,763
11,052,006,01,N,N,0,30,911,959,911
11,052,007,01,N,N,0,27,792,821,792
11,052,008,01,N,N,0,19,641,664,641
11,052,009,01,N,N,0,24,682,725,682
11,052,010,01,N,N,0,22,656,682,656
11,052,011,01,N,N,0,28,609,634,609
11,052,012,01,N,N,0,29,882,909,882
11,052,013,01,N,N,0,25,699,730,699
11,052,014,01,N,N,0,21,665,691,665
11,052,015,01,N,N,0,29,942,967,942
11,052,016,01,N,N,0,32,891,937,891
11,052,017,01,N,N,0,31,676,714,676
11,052,018,01,N,N,0,19,556,582,556
11,052,019,01,N,N,0,27,785,814,785
11,052,020,01,N,N,0,26,757,774,757
11,052,021,01,N,N,0,23,702,726,702
11,052,022,01,N,N,0,23,576,611,576
11,052,023,01,N,N,0,24,618,637,618
11,052,024,01,N,N,0,22,706,736,706
11,052,025,01,N,I,728,18,449,468,1177
11,052,026,01,N,N,0,40,692,739,692
11,052,027,01,I,N,0,25,606,632,606
11,052,028,01,N,N,0,34,731,776,731
11,052,029,01,N,N,0,21,598,629,598
11,052,030,01,N,N,0,12,950,971,950
11,052,031,01,N,N,0,25,647,682,647
11,052,032,01,N,N,0,21,555,578,555
11,052,033,01,N,N,0,18,786,812,786
11,052,034,01,N,N,0,24,690,723,690
11,052,035,01,N,N,0,24,689,719,689
11,052,036,01,N,N,0,27,730,772,730
11,052,037,01,N,N,0,21,711,746,711
11,052,038,01,N,N,0,22,765,784,765
11,052,039,01,N,N,0,21,683,710,683
11,052,040,01,N,N,0,33,759,796,759
11,052,041,01,N,N,0,24,791,819,791
11,052,042,01,N,N,0,14,654,676,654
11,052,043,01,N,N,0,23,814,838,814
11,052,044,01,N,N,0,42,1093,1147,1093
11,052,045,01,N,N,0,11,735,753,735
11,052,046,01,N,N,0,19,774,796,774
11,052,047,01,N,N,0,15,808,834,808
11,052,048,01,N,N,0,9,756,770,756
11,052,049,01,N,N,0,10,699,709,699
11,052,050,01,N,N,0,14,809,824,809
11,052,051,01,N,N,0,22,1122,1139,1122
11,052,052,01,N,N,0,12,641,665,641
11,052,053,01,N,N,0,19,729,756,729
11,052,054,01,N,N,0,33,926,961,926
11,052,055,01,N,N,0,37,782,825,782
11,052,056,01,N,N,0,38,963,1004,963
11,052,057,01,N,N,0,16,800,829,800
11,052,058,01,N,N,0,36,755,794,755
11,052,059,01,N,N,0,38,907,942,907
11,052,060,01,N,N,0,33,909,943,909
11,052,061,01,N,N,0,36,867,914,867
11,052,062,01,N,N,0,27,845,872,845
11,052,063,01,N,N,0,31,740,767,740
11,052,064,01,N,N,0,25,869,911,869
11,052,065,01,N,N,0,36,791,825,791
11,052,066,01,N,N,0,42,783,830,783
11,052,067,01,N,N,0,36,870,910,870
11,052,068,01,N,N,0,18,825,849,825
11,052,069,01,N,N,0,23,846,871,846
11,052,070,01,N,N,0,19,868,886,868
11,053,001,03,N,I,7,0,601,604,608
11,053,002,03,N,N,0,3,700,696,700
11,054,001,03,N,I,7,10,823,842,830
11,054,002,03,N,N,0,6,900,904,900
11,054,003,03,N,N,0,2,192,194,192
11,055,001,03,N,I,7,34,850,893,857
11,056,001,04,N,I,38,27,1005,1033,1043
11,056,002,04,N,N,0,20,1081,1107,1081
11,056,003,04,N,N,0,37,1053,1101,1053
11,056,004,04,N,N,0,20,1022,1060,1022
11,056,005,04,N,N,0,19,1106,1133,1106
11,056,006,04,N,N,0,15,1058,1088,1058
11,056,007,04,N,N,0,19,1003,1029,1003
11,056,008,04,N,N,0,22,1045,1063,1045
11,057,001,03,N,N,0,25,553,588,553
11,057,002,03,N,N,0,56,1051,1118,1051
11,057,003,03,N,N,0,34,1192,1234,1192
11,057,004,03,N,N,0,32,1111,1159,1111
11,057,005,03,N,N,0,32,1144,1170,1144
11,057,006,03,N,I,135,34,1095,1142,1230
11,057,007,03,N,N,0,48,1005,1049,1005
11,057,008,03,N,N,0,18,1057,1089,1057
11,057,009,03,N,N,0,4,119,121,119
11,057,010,03,N,N,0,15,401,419,401
11,058,001,03,N,I,3,17,805,830,808
11,059,001,03,N,I,5,13,550,569,555
11,060,001,04,N,I,9,8,292,302,301
11,061,001,01,N,I,9,19,814,830,823
11,061,002,01,N,N,0,14,417,434,417
11,062,001,04,N,I,19,18,902,930,921
11,062,002,04,N,N,0,4,140,140,140
11,063,001,03,N,I,5,21,1024,1047,1029
11,064,001,04,N,N,0,11,756,773,756
11,064,002,04,N,I,13,14,818,837,831
11,065,001,03,N,I,11,20,616,642,627
11,065,002,03,N,N,0,16,687,707,687
11,066,001,04,N,I,14,30,821,859,835
11,067,001,02,N,N,0,11,597,611,597
11,067,002,02,N,I,6,11,578,600,584
11,068,001,03,N,I,13,15,687,700,700
11,068,002,03,N,N,0,19,619,643,619
11,068,003,03,N,N,0,2,196,197,196
11,069,001,04,N,I,11,8,661,680,672
11,069,002,04,N,N,0,14,623,639,623
11,070,001,01,N,I,10,29,1024,1059,1034
11,070,002,01,N,N,0,5,210,215,210
11,071,001,03,N,I,9,10,551,561,560
11,072,001,01,N,N,0,11,901,914,901
11,072,002,01,N,N,0,22,1063,1088,1063
11,072,003,01,N,I,20,19,821,837,841
11,072,004,01,N,N,0,12,827,845,827
11,073,001,04,N,N,0,26,998,1033,998
11,073,002,04,N,N,0,33,922,957,922
11,073,003,04,N,N,0,27,1067,1092,1067
11,073,004,04,N,N,0,23,969,1003,969
11,073,005,04,N,N,0,21,1132,1154,1132
11,073,006,04,N,N,0,22,1154,1188,1154
11,073,007,04,N,I,105,16,682,704,787
11,073,008,04,N,N,0,21,672,692,672
11,073,009,04,N,N,0,24,639,663,639
11,073,010,04,N,N,0,33,779,823,779
11,073,011,04,N,N,0,19,981,1009,981
11,073,012,04,N,N,0,11,658,677,658
11,073,013,04,N,N,0,15,521,546,521
11,073,014,04,I,N,0,6,770,777,770
11,073,015,04,N,N,0,16,1015,1041,1015
11,073,016,04,N,N,0,20,1001,1034,1001
11,073,017,04,N,N,0,18,1026,1035,1026
11,073,018,04,N,N,0,21,1034,1065,1034
11,074,001,03,N,N,0,14,680,688,680
11,074,002,03,N,N,0,15,740,762,740
11,074,003,03,N,N,0,22,614,638,614
11,074,004,03,N,N,0,15,653,669,653
11,074,005,03,N,I,48,25,642,661,690
11,074,006,03,N,N,0,25,608,642,608
11,074,007,03,N,N,0,18,648,668,648
11,074,008,03,N,N,0,17,686,705,686
11,074,009,03,N,N,0,20,689,709,689
11,074,010,03,N,N,0,11,717,734,717
11,075,001,02,N,N,0,21,911,944,911
11,075,002,02,N,N,0,4,857,854,857
11,075,003,02,N,I,33,11,673,693,706
11,075,004,02,N,N,0,26,740,771,740
11,075,005,02,N,N,0,14,797,810,797
11,075,006,02,N,N,0,6,831,836,831
11,076,001,01,N,I,5,15,495,511,500
11,077,001,01,N,N,0,11,587,603,587
11,077,002,01,N,N,0,9,618,635,618
11,077,003,01,N,I,16,10,596,602,612
11,077,004,01,N,N,0,10,580,594,580
11,077,005,01,N,N,0,8,429,442,429
11,078,001,03,N,I,11,15,574,593,585
11,078,002,03,N,N,0,23,573,602,573
12,001,001,03,N,I,6,11,195,206,201
12,002,001,03,N,I,25,9,564,577,589
12,002,002,03,N,N,0,8,554,570,554
12,002,003,03,N,N,0,6,567,565,567
12,003,001,02,N,I,3,9,733,750,736
12,004,001,03,N,N,0,8,746,749,746
12,004,002,03,N,I,46,12,686,698,732
12,004,003,03,N,N,0,8,735,748,735
12,004,004,03,N,N,0,3,633,640,633
12,004,005,03,N,N,0,9,642,650,642
12,004,006,03,N,N,0,7,646,658,646
12,004,007,03,N,N,0,11,754,772,754
12,004,008,03,N,N,0,2,703,712,703
12,005,001,03,N,I,2,10,542,551,544
12,006,001,01,N,I,44,10,707,735,751
12,006,002,01,N,N,0,21,663,694,663
12,006,003,01,N,N,0,29,882,906,882
12,007,001,02,N,N,0,9,805,820,805
12,007,002,02,N,I,17,18,720,736,737
12,008,001,02,N,I,18,23,1242,1276,1260
12,009,001,03,N,I,1,5,327,333,328
12,010,001,03,N,I,7,8,759,761,766
12,011,001,03,N,I,14,18,559,576,573
12,011,002,03,N,N,0,14,557,572,557
12,012,001,03,N,I,4,9,656,665,660
12,012,002,03,N,N,0,6,613,622,613
12,013,001,03,N,N,0,16,743,767,743
12,013,002,03,N,N,0,12,610,626,610
12,013,003,03,N,I,58,11,638,656,696
12,013,004,03,N,N,0,25,718,744,718
12,014,001,03,N,I,3,9,634,650,637
12,015,001,03,N,I,15,27,845,869,860
12,015,002,03,N,N,0,21,880,898,880
12,016,001,03,N,I,4,7,185,195,189
12,017,001,03,N,I,9,8,648,660,657
12,017,002,03,N,N,0,12,824,844,824
12,018,001,03,N,I,7,2,331,337,338
12,019,001,03,N,I,6,2,284,287,290
12,020,001,02,N,I,23,19,975,992,998
12,020,002,02,N,N,0,10,755,773,755
12,020,003,02,N,N,0,24,849,872,849
12,021,001,03,N,I,4,11,818,834,822
12,022,001,02,N,I,12,22,749,770,761
12,023,001,02,N,N,0,17,991,1018,991
12,023,002,02,N,I,142,25,1080,1099,1222
12,023,003,02,N,N,0,19,1076,1099,1076
12,023,004,02,N,N,0,14,598,622,598
12,023,005,02,N,N,0,16,714,742,714
12,023,006,02,N,N,0,21,594,626,594
12,023,007,02,N,N,0,12,659,665,659
12,023,008,02,N,N,0,27,1278,1304,1278
12,023,009,02,N,N,0,17,966,985,966
12,023,010,02,N,N,0,23,1188,1216,1188
12,024,001,02,N,I,45,29,925,965,970
12,025,001,03,N,I,23,29,694,731,717
12,025,002,03,N,N,0,14,619,632,619
12,026,001,03,N,I,8,13,373,386,381
12,027,001,02,N,I,10,19,495,518,505
12,028,001,02,N,N,0,23,798,825,798
12,028,002,02,N,N,0,17,788,819,788
12,028,003,02,N,N,0,14,753,771,753
12,028,004,02,N,N,0,27,1244,1262,1244
12,028,005,02,N,N,0,43,1159,1203,1159
12,028,006,02,N,N,0,35,848,889,848
12,028,007,02,N,N,0,34,856,899,856
12,028,008,02,N,N,0,22,604,626,604
12,028,009,02,N,N,0,24,575,603,575
12,028,010,02,N,N,0,27,634,673,634
12,028,011,02,I,N,0,32,670,714,670
12,028,012,02,N,I,502,34,882,942,1384
12,028,013,02,N,N,0,18,686,705,686
12,028,014,02,N,N,0,17,809,829,809
12,028,015,02,N,N,0,21,897,923,897
12,028,016,02,N,N,0,18,630,645,630
12,028,017,02,N,N,0,20,1098,1127,1098
12,028,018,02,N,N,0,33,1107,1146,1107
12,028,019,02,N,N,0,38,758,790,758
12,028,020,02,N,N,0,28,993,1025,993
12,028,021,02,N,N,0,3,238,241,238
12,028,022,02,N,N,0,20,634,656,634
12,028,023,02,N,N,0,20,945,971,945
12,028,024,02,N,N,0,13,799,820,799
12,028,025,02,N,N,0,21,838,856,838
12,028,026,02,N,N,0,6,828,849,828
12,028,027,02,N,N,0,15,748,765,748
12,029,001,03,N,I,5,9,475,486,480
12,030,001,02,N,I,30,38,1163,1197,1193
12,031,001,02,N,I,18,14,852,863,870
12,032,001,03,N,I,22,9,861,883,883
12,032,002,03,N,N,0,12,749,768,749
12,033,001,03,N,I,5,8,516,526,521
12,034,001,02,N,I,36,6,672,680,708
12,034,002,02,N,N,0,17,737,757,737
12,034,003,02,N,N,0,26,746,763,746
12,035,001,03,N,N,0,19,880,886,880
12,035,002,03,N,I,89,14,806,833,895
12,035,003,03,N,N,0,9,772,785,772
12,035,004,03,N,N,0,11,765,775,765
12,035,005,03,N,N,0,17,800,826,800
12,035,006,03,N,N,0,11,352,367,352
12,036,001,03,N,I,7,5,414,421,421
12,037,001,03,N,I,12,21,1037,1062,1049
12,037,002,03,N,N,0,13,1063,1072,1063
12,038,001,03,N,N,0,14,415,430,415
12,038,002,03,N,N,0,25,980,1004,980
12,038,003,03,N,N,0,8,596,605,596
12,038,004,03,N,N,0,11,868,871,868
12,038,005,03,N,N,0,12,994,1008,994
12,038,006,03,N,N,0,26,816,847,816
12,038,007,03,N,N,0,19,919,937,919
12,038,008,03,I,N,0,22,1046,1082,1046
12,038,009,03,N,I,255,14,643,652,898
12,038,010,03,N,N,0,25,1388,1418,1388
12,038,011,03,N,N,0,12,535,554,535
12,038,012,03,N,N,0,20,773,799,773
12,038,013,03,N,N,0,13,702,711,702
12,038,014,03,N,N,0,12,717,728,717
12,038,015,03,N,N,0,21,1139,1178,1139
12,038,016,03,N,N,0,22,1286,1310,1286
12,038,017,03,N,N,0,12,826,837,826
12,039,001,03,N,I,12,15,832,850,844
12,040,001,03,N,I,36,17,933,953,969
12,040,002,03,N,N,0,19,863,887,863
12,040,003,03,N,N,0,14,915,930,915
12,040,004,03,N,N,0,14,1041,1056,1041
12,041,001,02,N,N,0,17,699,712,699
12,041,002,02,N,N,0,9,809,823,809
12,041,003,02,N,N,0,20,700,728,700
12,041,004,02,N,I,43,11,945,957,988
12,041,005,02,N,N,0,19,808,828,808
12,042,001,02,N,I,16,45,1429,1478,1445
12,043,001,02,N,I,16,13,521,542,537
12,044,001,03,N,I,18,9,860,877,878
12,044,002,03,N,N,0,11,874,889,874
12,045,001,02,N,I,5,18,710,725,715
12,046,001,03,N,N,0,14,674,687,674
12,046,002,03,N,I,22,16,686,701,708
12,046,003,03,N,N,0,5,844,851,844
12,046,004,03,N,N,0,2,110,115,110
12,047,001,02,N,I,20,18,1130,1140,1150
12,048,001,03,N,I,19,20,1071,1090,1090
12,048,002,03,N,N,0,12,865,873,865
12,049,001,03,N,I,19,15,552,573,571
12,049,002,03,N,N,0,12,513,527,513
12,050,001,02,N,N,0,17,749,760,749
12,050,002,02,N,N,0,23,891,929,891
12,050,003,02,N,I,90,27,947,972,1037
12,050,004,02,N,N,0,26,951,982,951
12,050,005,02,N,N,0,18,868,880,868
12,050,006,02,N,N,0,17,718,741,718
12,050,007,02,N,N,0,17,672,699,672
12,051,001,03,N,N,0,21,919,948,919
12,051,002,03,N,N,0,21,856,878,856
12,051,003,03,N,N,0,24,932,957,932
12,051,004,03,N,I,139,26,1058,1089,1197
12,051,005,03,N,N,0,18,895,915,895
12,051,006,03,N,N,0,20,728,749,728
12,051,007,03,N,N,0,17,904,938,904
12,051,008,03,N,N,0,14,859,877,859
12,051,009,03,N,N,0,15,739,756,739
12,051,010,03,N,N,0,17,799,830,799
12,051,011,03,N,N,0,16,872,891,872
12,051,012,03,N,N,0,10,767,782,767
12,051,013,03,N,N,0,15,880,897,880
12,051,014,03,N,N,0,20,896,925,896
12,051,015,03,N,N,0,8,927,942,927
12,051,016,03,N,N,0,12,1093,1109,1093
12,052,001,02,N,I,32,19,1059,1084,1091
12,052,002,02,N,N,0,28,975,1013,975
12,053,001,02,N,I,68,14,810,825,878
12,053,002,02,N,N,0,41,852,901,852
12,054,001,03,N,I,11,29,1024,1055,1035
12,055,001,02,N,N,0,16,681,698,681
12,055,002,02,N,N,0,19,782,815,782
12,055,003,02,N,I,23,21,766,783,789
12,056,001,03,N,I,10,13,998,1023,1008
12,057,001,02,N,I,52,24,744,766,796
12,057,002,02,N,N,0,21,809,830,809
12,058,001,03,N,I,9,26,1158,1181,1167
12,059,001,01,N,I,29,14,917,935,946
12,059,002,01,N,N,0,31,1008,1042,1008
12,060,001,02,N,I,15,29,892,920,907
12,061,001,03,N,I,20,15,859,875,879
12,061,002,03,N,N,0,14,929,938,929
12,062,001,02,N,I,11,34,1368,1399,1379
12,063,001,02,N,I,63,14,900,912,963
12,063,002,02,N,N,0,9,1131,1141,1131
12,063,003,02,N,N,0,1,94,90,94
12,064,001,01,N,I,478,46,795,842,1273
12,064,002,01,N,N,0,27,835,860,835
12,064,003,01,N,N,0,22,795,824,795
12,064,004,01,N,N,0,26,821,844,821
12,064,005,01,N,N,0,22,745,770,745
12,064,006,01,N,N,0,23,849,874,849
12,064,007,01,N,N,0,24,716,744,716
12,064,008,01,N,N,0,26,605,643,605
12,064,009,01,N,N,0,16,639,657,639
12,064,010,01,N,N,0,17,567,588,567
12,064,011,01,N,N,0,19,509,528,509
12,064,012,01,N,N,0,24,972,1007,972
12,064,013,01,N,N,0,27,585,612,585
12,064,014,01,N,N,0,28,756,788,756
12,064,015,01,N,N,0,14,745,771,745
12,064,016,01,N,N,0,30,661,684,661
12,064,017,01,N,N,0,23,725,764,725
12,064,018,01,N,N,0,12,710,726,710
12,064,019,01,N,N,0,26,697,723,697
12,064,020,01,N,N,0,26,804,832,804
12,064,021,01,N,N,0,25,813,836,813
12,064,022,01,N,N,0,31,1057,1088,1057
12,064,023,01,N,N,0,23,947,985,947
12,064,024,01,N,N,0,10,487,506,487
12,065,001,01,N,N,0,17,1004,1032,1004
12,065,002,01,N,N,0,26,1109,1133,1109
12,065,003,01,N,N,0,11,561,571,561
12,065,004,01,N,N,0,1,479,484,479
12,065,005,01,N,N,0,3,749,750,749
12,065,006,01,N,N,0,12,851,876,851
12,065,007,01,N,N,0,17,867,880,867
12,065,008,01,N,N,0,22,875,908,875
12,065,009,01,N,N,0,19,804,836,804
12,065,010,01,N,N,0,17,927,951,927
12,065,011,01,N,N,0,17,1029,1038,1029
12,065,012,01,N,N,0,14,976,999,976
12,065,013,01,N,N,0,37,888,944,888
12,065,014,01,N,N,0,14,824,845,824
12,065,015,01,N,N,0,15,692,699,692
12,065,016,01,N,N,0,19,615,646,615
12,065,017,01,N,N,0,24,1081,1118,1081
12,065,018,01,N,N,0,31,1061,1099,1061
12,065,019,01,N,N,0,25,1078,1093,1078
12,065,020,01,N,N,0,15,1023,1033,1023
12,065,021,01,N,N,0,12,799,813,799
12,065,022,01,N,N,0,15,879,897,879
12,065,023,01,N,N,0,24,781,802,781
12,065,024,01,N,N,0,20,792,805,792
12,065,025,01,I,N,0,11,576,584,576
12,065,026,01,N,N,0,19,667,695,667
12,065,027,01,N,N,0,16,804,825,804
12,065,028,01,N,N,0,21,941,967,941
12,065,029,01,N,N,0,20,804,819,804
12,065,030,01,N,N,0,17,764,779,764
12,065,031,01,N,N,0,31,828,857,828
12,065,032,01,N,N,0,19,782,797,782
12,065,033,01,N,N,0,14,793,818,793
12,065,034,01,N,N,0,12,943,963,943
12,065,035,01,N,N,0,15,882,904,882
12,065,036,01,N,N,0,14,817,826,817
12,065,037,01,N,I,612,34,1483,1521,2095
12,065,038,01,N,N,0,23,885,912,885
12,065,039,01,N,N,0,23,1098,1132,1098
12,065,040,01,N,N,0,19,820,840,820
12,065,041,01,N,N,0,24,840,878,840
12,065,042,01,N,N,0,19,717,738,717
12,065,043,01,N,N,0,11,761,784,761
12,065,044,01,N,N,0,17,829,870,829
12,065,045,01,N,N,0,17,804,819,804
12,065,046,01,N,N,0,13,765,786,765
12,065,047,01,N,N,0,22,907,930,907
12,065,048,01,N,N,0,21,768,797,768
12,065,049,01,N,N,0,17,906,923,906
12,065,050,01,N,N,0,14,721,740,721
12,065,051,01,N,N,0,15,703,717,703
12,065,052,01,N,N,0,7,694,713,694
12,065,053,01,N,N,0,20,1433,1463,1433
12,065,054,01,N,N,0,12,911,931,911
12,065,055,01,N,N,0,22,921,947,921
12,065,056,01,N,N,0,12,828,852,828
12,065,057,01,N,N,0,17,979,981,979
12,065,058,01,N,N,0,28,1023,1063,1023
12,065,059,01,N,N,0,20,1084,1107,1084
12,065,060,01,N,N,0,9,823,833,823
12,066,001,03,N,I,3,18,978,1006,981
12,066,002,03,N,N,0,0,184,181,184
12,067,001,02,N,I,29,7,530,546,559
12,067,002,02,N,N,0,33,1066,1108,1066
12,067,003,02,N,N,0,12,734,749,734
12,067,004,02,N,N,0,15,764,779,764
12,067,005,02,N,N,0,17,724,751,724
12,067,006,02,N,N,0,18,584,599,584
12,068,001,02,N,N,0,2,191,195,191
12,068,002,02,N,N,0,17,707,723,707
12,068,003,02,N,I,21,10,738,752,759
12,068,004,02,N,N,0,6,712,718,712
12,068,005,02,N,N,0,21,1002,1023,1002
12,069,001,02,N,I,13,10,788,804,801
12,069,002,02,N,N,0,14,805,821,805
12,069,003,02,N,N,0,13,663,678,663
12,070,001,02,N,I,18,14,597,609,615
12,071,001,03,N,I,22,13,501,521,523
12,072,001,03,N,I,12,10,464,467,476
12,073,001,03,N,I,22,22,1110,1136,1132
12,074,001,01,N,N,0,13,863,880,863
12,074,002,01,N,N,0,20,984,1008,984
12,074,003,01,N,I,40,27,897,928,937
12,075,001,02,N,I,8,6,456,467,464
12,076,001,03,N,N,0,11,750,766,750
12,076,002,03,N,I,23,14,628,641,651
13,001,001,02,N,I,10,13,479,492,489
13,002,001,01,N,I,9,5,198,205,207
13,003,001,02,I,N,0,26,753,778,753
13,003,002,02,N,I,203,30,769,803,972
13,003,003,02,N,N,0,17,789,810,789
13,003,004,02,N,N,0,20,616,634,616
13,003,005,02,N,N,0,30,740,772,740
13,003,006,02,N,N,0,22,749,776,749
13,003,007,02,N,N,0,35,698,737,698
13,003,008,02,N,N,0,28,744,777,744
13,003,009,02,N,N,0,35,670,704,670
13,003,010,02,N,N,0,33,777,820,777
13,003,011,02,N,N,0,19,624,651,624
13,003,012,02,N,N,0,26,793,821,793
13,003,013,02,N,N,0,20,705,733,705
13,003,014,02,N,N,0,19,711,734,711
13,003,015,02,N,N,0,21,673,699,673
13,003,016,02,N,N,0,24,739,767,739
13,004,001,02,N,I,11,19,595,615,606
13,005,001,01,N,I,5,18,771,794,776
13,006,001,01,N,N,0,13,1120,1141,1120
13,006,002,01,N,N,0,35,1185,1229,1185
13,006,003,01,N,N,0,43,1138,1194,1138
13,006,004,01,N,I,87,41,1046,1091,1133
13,006,005,01,N,N,0,26,1144,1174,1144
13,006,006,01,N,N,0,23,1218,1253,1218
13,006,007,01,N,N,0,27,1150,1187,1150
13,006,008,01,N,N,0,24,1272,1297,1272
13,007,001,02,N,I,14,4,436,448,450
13,008,001,02,N,I,29,13,621,632,650
13,008,002,02,N,N,0,14,703,717,703
13,009,001,02,N,I,19,18,551,571,570
13,010,001,02,N,I,10,10,286,301,296
13,011,001,01,N,I,7,4,84,88,91
13,012,001,02,N,I,7,9,764,779,771
13,013,001,01,N,N,0,14,850,866,850
13,013,002,01,N,I,16,13,778,791,794
13,014,001,01,N,I,8,25,832,870,840
13,015,001,02,N,I,5,5,291,299,296
13,016,001,02,N,I,11,18,605,627,616
13,017,001,01,N,I,6,1,102,101,108
13,018,001,02,N,I,4,6,257,265,261
13,019,001,01,N,I,6,11,709,726,715
13,020,001,02,N,I,5,9,307,314,312
13,021,001,02,N,I,8,4,72,78,80
13,022,001,02,N,I,6,29,1082,1112,1088
13,023,001,02,N,I,37,25,743,768,780
13,023,002,02,N,N,0,20,743,769,743
13,023,003,02,N,N,0,23,788,810,788
13,024,001,01,N,I,11,12,475,493,486
13,024,002,01,N,N,0,3,328,334,328
13,025,001,02,N,I,14,32,1086,1125,1100
13,026,001,01,N,I,2,14,889,905,891
13,027,001,01,N,I,9,5,347,358,356
13,028,001,02,N,I,5,11,526,543,531
13,029,001,02,N,I,2,4,860,873,862
13,030,001,02,N,I,11,13,436,455,447
13,031,001,02,N,I,8,13,413,430,421
13,032,001,02,N,I,7,19,681,700,688
13,032,002,02,N,N,0,0,115,120,115
13,032,003,02,N,N,0,3,211,217,211
13,033,001,02,N,I,20,14,674,696,694
13,033,002,02,N,N,0,24,827,859,827
13,033,003,02,N,N,0,11,593,609,593
13,033,004,02,N,N,0,18,707,735,707
13,034,001,02,N,I,9,9,461,474,470
13,035,001,01,N,I,7,8,113,122,120
13,036,001,02,N,I,13,11,494,510,507
13,037,001,01,N,I,4,5,31,35,35
13,038,001,02,N,I,5,13,448,459,453
13,039,001,01,N,I,12,22,823,836,835
13,040,001,01,N,I,13,12,274,285,287
13,041,001,02,N,I,12,6,395,406,407
13,042,001,02,N,I,2,3,146,152,148
13,043,001,02,N,I,4,11,630,647,634
13,044,001,02,N,I,6,6,128,136,134
13,045,001,02,N,I,3,8,327,339,330
13,046,001,02,N,I,10,13,651,663,661
13,047,001,01,N,I,14,11,816,828,830
13,047,002,01,N,N,0,16,720,736,720
