TIPUS,VALASZTAS,SZAVAZOKOR,LISTA,SZAVAZAT
Listas,2014EP,15_192_002,LMP,3
Listas,2014EP,15_192_002,EGYÜTT-PM,3
Listas,2014EP,15_192_002,A HAZA NEM ELADÓ,0
Listas,2014EP,15_192_002,SMS,0
Listas,2014EP,15_193_001,FIDESZ-KDNP,25
Listas,2014EP,15_193_001,JOBBIK,5
Listas,2014EP,15_193_001,DEMOKRATIKUS KOALÍCIÓ,0
Listas,2014EP,15_193_001,MSZP,0
Listas,2014EP,15_193_001,LMP,0
Listas,2014EP,15_193_001,SMS,0
Listas,2014EP,15_193_001,A HAZA NEM ELADÓ,0
Listas,2014EP,15_193_001,EGYÜTT-PM,0
Listas,2014EP,15_194_001,FIDESZ-KDNP,52
Listas,2014EP,15_194_001,JOBBIK,23
Listas,2014EP,15_194_001,MSZP,14
Listas,2014EP,15_194_001,DEMOKRATIKUS KOALÍCIÓ,5
Listas,2014EP,15_194_001,EGYÜTT-PM,3
Listas,2014EP,15_194_001,SMS,1
Listas,2014EP,15_194_001,LMP,1
Listas,2014EP,15_194_001,A HAZA NEM ELADÓ,0
Listas,2014EP,15_195_001,FIDESZ-KDNP,85
Listas,2014EP,15_195_001,JOBBIK,32
Listas,2014EP,15_195_001,MSZP,10
Listas,2014EP,15_195_001,DEMOKRATIKUS KOALÍCIÓ,8
Listas,2014EP,15_195_001,LMP,7
Listas,2014EP,15_195_001,EGYÜTT-PM,2
Listas,2014EP,15_195_001,SMS,1
Listas,2014EP,15_195_001,A HAZA NEM ELADÓ,0
Listas,2014EP,15_196_001,FIDESZ-KDNP,103
Listas,2014EP,15_196_001,JOBBIK,31
Listas,2014EP,15_196_001,MSZP,24
Listas,2014EP,15_196_001,DEMOKRATIKUS KOALÍCIÓ,13
Listas,2014EP,15_196_001,LMP,4
Listas,2014EP,15_196_001,EGYÜTT-PM,3
Listas,2014EP,15_196_001,A HAZA NEM ELADÓ,2
Listas,2014EP,15_196_001,SMS,0
Listas,2014EP,15_196_002,FIDESZ-KDNP,81
Listas,2014EP,15_196_002,JOBBIK,33
Listas,2014EP,15_196_002,MSZP,14
Listas,2014EP,15_196_002,DEMOKRATIKUS KOALÍCIÓ,6
Listas,2014EP,15_196_002,LMP,5
Listas,2014EP,15_196_002,EGYÜTT-PM,2
Listas,2014EP,15_196_002,A HAZA NEM ELADÓ,2
Listas,2014EP,15_196_002,SMS,0
Listas,2014EP,15_197_001,FIDESZ-KDNP,74
Listas,2014EP,15_197_001,JOBBIK,35
Listas,2014EP,15_197_001,MSZP,8
Listas,2014EP,15_197_001,LMP,2
Listas,2014EP,15_197_001,DEMOKRATIKUS KOALÍCIÓ,1
Listas,2014EP,15_197_001,EGYÜTT-PM,1
Listas,2014EP,15_197_001,SMS,0
Listas,2014EP,15_197_001,A HAZA NEM ELADÓ,0
Listas,2014EP,15_198_001,FIDESZ-KDNP,90
Listas,2014EP,15_198_001,JOBBIK,16
Listas,2014EP,15_198_001,MSZP,6
Listas,2014EP,15_198_001,DEMOKRATIKUS KOALÍCIÓ,3
Listas,2014EP,15_198_001,EGYÜTT-PM,2
Listas,2014EP,15_198_001,LMP,2
Listas,2014EP,15_198_001,A HAZA NEM ELADÓ,0
Listas,2014EP,15_198_001,SMS,0
Listas,2014EP,15_198_002,FIDESZ-KDNP,58
Listas,2014EP,15_198_002,JOBBIK,10
Listas,2014EP,15_198_002,MSZP,8
Listas,2014EP,15_198_002,LMP,2
Listas,2014EP,15_198_002,DEMOKRATIKUS KOALÍCIÓ,1
Listas,2014EP,15_198_002,A HAZA NEM ELADÓ,1
Listas,2014EP,15_198_002,SMS,0
Listas,2014EP,15_198_002,EGYÜTT-PM,0
Listas,2014EP,15_199_001,FIDESZ-KDNP,54
Listas,2014EP,15_199_001,DEMOKRATIKUS KOALÍCIÓ,21
Listas,2014EP,15_199_001,JOBBIK,10
Listas,2014EP,15_199_001,MSZP,7
Listas,2014EP,15_199_001,EGYÜTT-PM,5
Listas,2014EP,15_199_001,LMP,3
Listas,2014EP,15_199_001,A HAZA NEM ELADÓ,1
Listas,2014EP,15_199_001,SMS,0
Listas,2014EP,15_200_001,FIDESZ-KDNP,127
Listas,2014EP,15_200_001,JOBBIK,22
Listas,2014EP,15_200_001,MSZP,10
Listas,2014EP,15_200_001,DEMOKRATIKUS KOALÍCIÓ,7
Listas,2014EP,15_200_001,EGYÜTT-PM,2
Listas,2014EP,15_200_001,LMP,2
Listas,2014EP,15_200_001,SMS,1
Listas,2014EP,15_200_001,A HAZA NEM ELADÓ,0
Listas,2014EP,15_200_002,FIDESZ-KDNP,98
Listas,2014EP,15_200_002,JOBBIK,16
Listas,2014EP,15_200_002,MSZP,7
Listas,2014EP,15_200_002,DEMOKRATIKUS KOALÍCIÓ,5
Listas,2014EP,15_200_002,LMP,2
Listas,2014EP,15_200_002,EGYÜTT-PM,1
Listas,2014EP,15_200_002,SMS,0
Listas,2014EP,15_200_002,A HAZA NEM ELADÓ,0
Listas,2014EP,15_200_003,FIDESZ-KDNP,33
Listas,2014EP,15_200_003,DEMOKRATIKUS KOALÍCIÓ,2
Listas,2014EP,15_200_003,MSZP,1
Listas,2014EP,15_200_003,JOBBIK,1
Listas,2014EP,15_200_003,SMS,0
Listas,2014EP,15_200_003,A HAZA NEM ELADÓ,0
Listas,2014EP,15_200_003,EGYÜTT-PM,0
Listas,2014EP,15_200_003,LMP,0
Listas,2014EP,15_201_001,FIDESZ-KDNP,38
Listas,2014EP,15_201_001,MSZP,11
Listas,2014EP,15_201_001,JOBBIK,6
Listas,2014EP,15_201_001,DEMOKRATIKUS KOALÍCIÓ,3
Listas,2014EP,15_201_001,EGYÜTT-PM,1
Listas,2014EP,15_201_001,LMP,0
Listas,2014EP,15_201_001,SMS,0
Listas,2014EP,15_201_001,A HAZA NEM ELADÓ,0
Listas,2014EP,15_201_002,MSZP,12
Listas,2014EP,15_201_002,FIDESZ-KDNP,12
Listas,2014EP,15_201_002,DEMOKRATIKUS KOALÍCIÓ,8
Listas,2014EP,15_201_002,JOBBIK,6
Listas,2014EP,15_201_002,EGYÜTT-PM,1
Listas,2014EP,15_201_002,A HAZA NEM ELADÓ,0
Listas,2014EP,15_201_002,LMP,0
Listas,2014EP,15_201_002,SMS,0
Listas,2014EP,15_202_001,FIDESZ-KDNP,46
Listas,2014EP,15_202_001,JOBBIK,8
Listas,2014EP,15_202_001,MSZP,5
Listas,2014EP,15_202_001,DEMOKRATIKUS KOALÍCIÓ,5
Listas,2014EP,15_202_001,EGYÜTT-PM,3
Listas,2014EP,15_202_001,LMP,1
Listas,2014EP,15_202_001,A HAZA NEM ELADÓ,0
Listas,2014EP,15_202_001,SMS,0
Listas,2014EP,15_203_001,FIDESZ-KDNP,82
Listas,2014EP,15_203_001,JOBBIK,13
Listas,2014EP,15_203_001,MSZP,5
Listas,2014EP,15_203_001,DEMOKRATIKUS KOALÍCIÓ,5
Listas,2014EP,15_203_001,LMP,4
Listas,2014EP,15_203_001,EGYÜTT-PM,2
Listas,2014EP,15_203_001,SMS,1
Listas,2014EP,15_203_001,A HAZA NEM ELADÓ,0
Listas,2014EP,15_204_001,FIDESZ-KDNP,161
Listas,2014EP,15_204_001,JOBBIK,31
Listas,2014EP,15_204_001,EGYÜTT-PM,27
Listas,2014EP,15_204_001,MSZP,27
Listas,2014EP,15_204_001,DEMOKRATIKUS KOALÍCIÓ,27
Listas,2014EP,15_204_001,LMP,22
Listas,2014EP,15_204_001,A HAZA NEM ELADÓ,1
Listas,2014EP,15_204_001,SMS,1
Listas,2014EP,15_205_001,FIDESZ-KDNP,47
Listas,2014EP,15_205_001,MSZP,6
Listas,2014EP,15_205_001,DEMOKRATIKUS KOALÍCIÓ,2
Listas,2014EP,15_205_001,EGYÜTT-PM,2
Listas,2014EP,15_205_001,A HAZA NEM ELADÓ,0
Listas,2014EP,15_205_001,LMP,0
Listas,2014EP,15_205_001,JOBBIK,0
Listas,2014EP,15_205_001,SMS,0
Listas,2014EP,15_206_001,FIDESZ-KDNP,117
Listas,2014EP,15_206_001,JOBBIK,28
Listas,2014EP,15_206_001,LMP,18
Listas,2014EP,15_206_001,MSZP,15
Listas,2014EP,15_206_001,DEMOKRATIKUS KOALÍCIÓ,12
Listas,2014EP,15_206_001,EGYÜTT-PM,7
Listas,2014EP,15_206_001,A HAZA NEM ELADÓ,1
Listas,2014EP,15_206_001,SMS,0
Listas,2014EP,15_207_001,FIDESZ-KDNP,60
Listas,2014EP,15_207_001,JOBBIK,5
Listas,2014EP,15_207_001,DEMOKRATIKUS KOALÍCIÓ,5
Listas,2014EP,15_207_001,MSZP,3
Listas,2014EP,15_207_001,LMP,1
Listas,2014EP,15_207_001,EGYÜTT-PM,0
Listas,2014EP,15_207_001,A HAZA NEM ELADÓ,0
Listas,2014EP,15_207_001,SMS,0
Listas,2014EP,15_208_001,FIDESZ-KDNP,77
Listas,2014EP,15_208_001,DEMOKRATIKUS KOALÍCIÓ,12
Listas,2014EP,15_208_001,JOBBIK,7
Listas,2014EP,15_208_001,EGYÜTT-PM,5
Listas,2014EP,15_208_001,LMP,5
Listas,2014EP,15_208_001,MSZP,3
Listas,2014EP,15_208_001,SMS,1
Listas,2014EP,15_208_001,A HAZA NEM ELADÓ,0
Listas,2014EP,15_209_001,FIDESZ-KDNP,25
Listas,2014EP,15_209_001,JOBBIK,6
Listas,2014EP,15_209_001,MSZP,4
Listas,2014EP,15_209_001,LMP,1
Listas,2014EP,15_209_001,DEMOKRATIKUS KOALÍCIÓ,0
Listas,2014EP,15_209_001,A HAZA NEM ELADÓ,0
Listas,2014EP,15_209_001,EGYÜTT-PM,0
Listas,2014EP,15_209_001,SMS,0
Listas,2014EP,15_210_001,FIDESZ-KDNP,54
Listas,2014EP,15_210_001,MSZP,15
Listas,2014EP,15_210_001,JOBBIK,14
Listas,2014EP,15_210_001,DEMOKRATIKUS KOALÍCIÓ,2
Listas,2014EP,15_210_001,EGYÜTT-PM,1
Listas,2014EP,15_210_001,LMP,0
Listas,2014EP,15_210_001,SMS,0
Listas,2014EP,15_210_001,A HAZA NEM ELADÓ,0
Listas,2014EP,15_211_001,FIDESZ-KDNP,26
Listas,2014EP,15_211_001,MSZP,4
Listas,2014EP,15_211_001,DEMOKRATIKUS KOALÍCIÓ,3
Listas,2014EP,15_211_001,LMP,1
Listas,2014EP,15_211_001,JOBBIK,1
Listas,2014EP,15_211_001,A HAZA NEM ELADÓ,0
Listas,2014EP,15_211_001,EGYÜTT-PM,0
Listas,2014EP,15_211_001,SMS,0
Listas,2014EP,15_212_001,FIDESZ-KDNP,48
Listas,2014EP,15_212_001,JOBBIK,12
Listas,2014EP,15_212_001,MSZP,3
Listas,2014EP,15_212_001,EGYÜTT-PM,1
Listas,2014EP,15_212_001,DEMOKRATIKUS KOALÍCIÓ,1
Listas,2014EP,15_212_001,A HAZA NEM ELADÓ,0
Listas,2014EP,15_212_001,LMP,0
Listas,2014EP,15_212_001,SMS,0
Listas,2014EP,15_213_001,MSZP,11
Listas,2014EP,15_213_001,FIDESZ-KDNP,10
Listas,2014EP,15_213_001,JOBBIK,9
Listas,2014EP,15_213_001,DEMOKRATIKUS KOALÍCIÓ,4
Listas,2014EP,15_213_001,EGYÜTT-PM,2
Listas,2014EP,15_213_001,A HAZA NEM ELADÓ,0
Listas,2014EP,15_213_001,SMS,0
Listas,2014EP,15_213_001,LMP,0
Listas,2014EP,15_214_001,FIDESZ-KDNP,148
Listas,2014EP,15_214_001,DEMOKRATIKUS KOALÍCIÓ,24
Listas,2014EP,15_214_001,JOBBIK,14
Listas,2014EP,15_214_001,MSZP,12
Listas,2014EP,15_214_001,LMP,7
Listas,2014EP,15_214_001,EGYÜTT-PM,3
Listas,2014EP,15_214_001,A HAZA NEM ELADÓ,1
Listas,2014EP,15_214_001,SMS,0
Listas,2014EP,15_215_001,FIDESZ-KDNP,60
Listas,2014EP,15_215_001,JOBBIK,17
Listas,2014EP,15_215_001,DEMOKRATIKUS KOALÍCIÓ,3
Listas,2014EP,15_215_001,LMP,2
Listas,2014EP,15_215_001,MSZP,1
Listas,2014EP,15_215_001,SMS,0
Listas,2014EP,15_215_001,EGYÜTT-PM,0
Listas,2014EP,15_215_001,A HAZA NEM ELADÓ,0
Listas,2014EP,15_216_001,FIDESZ-KDNP,60
Listas,2014EP,15_216_001,JOBBIK,18
Listas,2014EP,15_216_001,LMP,8
Listas,2014EP,15_216_001,EGYÜTT-PM,8
Listas,2014EP,15_216_001,DEMOKRATIKUS KOALÍCIÓ,7
Listas,2014EP,15_216_001,MSZP,6
Listas,2014EP,15_216_001,A HAZA NEM ELADÓ,1
Listas,2014EP,15_216_001,SMS,0
Listas,2014EP,15_216_002,FIDESZ-KDNP,54
Listas,2014EP,15_216_002,JOBBIK,13
Listas,2014EP,15_216_002,EGYÜTT-PM,10
Listas,2014EP,15_216_002,DEMOKRATIKUS KOALÍCIÓ,7
Listas,2014EP,15_216_002,MSZP,6
Listas,2014EP,15_216_002,A HAZA NEM ELADÓ,0
Listas,2014EP,15_216_002,LMP,0
Listas,2014EP,15_216_002,SMS,0
Listas,2014EP,15_217_001,FIDESZ-KDNP,107
Listas,2014EP,15_217_001,JOBBIK,7
Listas,2014EP,15_217_001,MSZP,6
Listas,2014EP,15_217_001,DEMOKRATIKUS KOALÍCIÓ,6
Listas,2014EP,15_217_001,LMP,6
Listas,2014EP,15_217_001,EGYÜTT-PM,1
Listas,2014EP,15_217_001,SMS,1
Listas,2014EP,15_217_001,A HAZA NEM ELADÓ,0
Listas,2014EP,15_218_001,FIDESZ-KDNP,93
Listas,2014EP,15_218_001,MSZP,27
Listas,2014EP,15_218_001,DEMOKRATIKUS KOALÍCIÓ,17
Listas,2014EP,15_218_001,JOBBIK,15
Listas,2014EP,15_218_001,LMP,3
Listas,2014EP,15_218_001,A HAZA NEM ELADÓ,1
Listas,2014EP,15_218_001,EGYÜTT-PM,1
Listas,2014EP,15_218_001,SMS,0
Listas,2014EP,15_218_002,FIDESZ-KDNP,83
Listas,2014EP,15_218_002,DEMOKRATIKUS KOALÍCIÓ,21
Listas,2014EP,15_218_002,MSZP,16
Listas,2014EP,15_218_002,JOBBIK,15
Listas,2014EP,15_218_002,EGYÜTT-PM,11
Listas,2014EP,15_218_002,LMP,3
Listas,2014EP,15_218_002,SMS,2
Listas,2014EP,15_218_002,A HAZA NEM ELADÓ,2
Listas,2014EP,15_218_003,FIDESZ-KDNP,61
Listas,2014EP,15_218_003,JOBBIK,19
Listas,2014EP,15_218_003,MSZP,8
Listas,2014EP,15_218_003,DEMOKRATIKUS KOALÍCIÓ,8
Listas,2014EP,15_218_003,EGYÜTT-PM,7
Listas,2014EP,15_218_003,LMP,3
Listas,2014EP,15_218_003,A HAZA NEM ELADÓ,2
Listas,2014EP,15_218_003,SMS,0
Listas,2014EP,15_218_004,FIDESZ-KDNP,87
Listas,2014EP,15_218_004,JOBBIK,30
Listas,2014EP,15_218_004,DEMOKRATIKUS KOALÍCIÓ,22
Listas,2014EP,15_218_004,MSZP,17
Listas,2014EP,15_218_004,EGYÜTT-PM,6
Listas,2014EP,15_218_004,LMP,5
Listas,2014EP,15_218_004,SMS,1
Listas,2014EP,15_218_004,A HAZA NEM ELADÓ,1
Listas,2014EP,15_218_005,FIDESZ-KDNP,117
Listas,2014EP,15_218_005,JOBBIK,35
Listas,2014EP,15_218_005,MSZP,29
Listas,2014EP,15_218_005,DEMOKRATIKUS KOALÍCIÓ,20
Listas,2014EP,15_218_005,EGYÜTT-PM,13
Listas,2014EP,15_218_005,LMP,6
Listas,2014EP,15_218_005,A HAZA NEM ELADÓ,3
Listas,2014EP,15_218_005,SMS,2
Listas,2014EP,15_219_001,FIDESZ-KDNP,50
Listas,2014EP,15_219_001,JOBBIK,30
Listas,2014EP,15_219_001,MSZP,8
Listas,2014EP,15_219_001,EGYÜTT-PM,3
Listas,2014EP,15_219_001,LMP,3
Listas,2014EP,15_219_001,DEMOKRATIKUS KOALÍCIÓ,1
Listas,2014EP,15_219_001,SMS,0
Listas,2014EP,15_219_001,A HAZA NEM ELADÓ,0
Listas,2014EP,15_220_001,FIDESZ-KDNP,35
Listas,2014EP,15_220_001,JOBBIK,10
Listas,2014EP,15_220_001,MSZP,7
Listas,2014EP,15_220_001,DEMOKRATIKUS KOALÍCIÓ,5
Listas,2014EP,15_220_001,LMP,1
Listas,2014EP,15_220_001,EGYÜTT-PM,1
Listas,2014EP,15_220_001,SMS,0
Listas,2014EP,15_220_001,A HAZA NEM ELADÓ,0
Listas,2014EP,15_220_002,FIDESZ-KDNP,33
Listas,2014EP,15_220_002,JOBBIK,13
Listas,2014EP,15_220_002,MSZP,6
Listas,2014EP,15_220_002,DEMOKRATIKUS KOALÍCIÓ,2
Listas,2014EP,15_220_002,EGYÜTT-PM,1
Listas,2014EP,15_220_002,LMP,0
Listas,2014EP,15_220_002,SMS,0
Listas,2014EP,15_220_002,A HAZA NEM ELADÓ,0
Listas,2014EP,15_221_001,FIDESZ-KDNP,60
Listas,2014EP,15_221_001,JOBBIK,36
Listas,2014EP,15_221_001,DEMOKRATIKUS KOALÍCIÓ,30
Listas,2014EP,15_221_001,MSZP,26
Listas,2014EP,15_221_001,EGYÜTT-PM,18
Listas,2014EP,15_221_001,LMP,13
Listas,2014EP,15_221_001,SMS,1
Listas,2014EP,15_221_001,A HAZA NEM ELADÓ,1
Listas,2014EP,15_221_002,FIDESZ-KDNP,70
Listas,2014EP,15_221_002,DEMOKRATIKUS KOALÍCIÓ,40
Listas,2014EP,15_221_002,MSZP,36
Listas,2014EP,15_221_002,JOBBIK,21
Listas,2014EP,15_221_002,LMP,17
Listas,2014EP,15_221_002,EGYÜTT-PM,13
Listas,2014EP,15_221_002,A HAZA NEM ELADÓ,1
Listas,2014EP,15_221_002,SMS,0
Listas,2014EP,15_222_001,FIDESZ-KDNP,77
Listas,2014EP,15_222_001,JOBBIK,18
Listas,2014EP,15_222_001,MSZP,6
Listas,2014EP,15_222_001,EGYÜTT-PM,3
Listas,2014EP,15_222_001,A HAZA NEM ELADÓ,1
Listas,2014EP,15_222_001,DEMOKRATIKUS KOALÍCIÓ,0
Listas,2014EP,15_222_001,SMS,0
Listas,2014EP,15_222_001,LMP,0
Listas,2014EP,15_223_001,FIDESZ-KDNP,28
Listas,2014EP,15_223_001,MSZP,10
Listas,2014EP,15_223_001,JOBBIK,7
Listas,2014EP,15_223_001,LMP,5
Listas,2014EP,15_223_001,DEMOKRATIKUS KOALÍCIÓ,2
Listas,2014EP,15_223_001,EGYÜTT-PM,0
Listas,2014EP,15_223_001,A HAZA NEM ELADÓ,0
Listas,2014EP,15_223_001,SMS,0
Listas,2014EP,15_224_001,FIDESZ-KDNP,34
Listas,2014EP,15_224_001,JOBBIK,12
Listas,2014EP,15_224_001,MSZP,2
Listas,2014EP,15_224_001,DEMOKRATIKUS KOALÍCIÓ,2
Listas,2014EP,15_224_001,SMS,1
Listas,2014EP,15_224_001,EGYÜTT-PM,1
Listas,2014EP,15_224_001,LMP,0
Listas,2014EP,15_224_001,A HAZA NEM ELADÓ,0
Listas,2014EP,15_225_001,FIDESZ-KDNP,13
Listas,2014EP,15_225_001,MSZP,6
Listas,2014EP,15_225_001,JOBBIK,3
Listas,2014EP,15_225_001,DEMOKRATIKUS KOALÍCIÓ,1
Listas,2014EP,15_225_001,LMP,1
Listas,2014EP,15_225_001,SMS,0
Listas,2014EP,15_225_001,A HAZA NEM ELADÓ,0
Listas,2014EP,15_225_001,EGYÜTT-PM,0
Listas,2014EP,15_226_001,FIDESZ-KDNP,53
Listas,2014EP,15_226_001,JOBBIK,16
Listas,2014EP,15_226_001,MSZP,3
Listas,2014EP,15_226_001,DEMOKRATIKUS KOALÍCIÓ,2
Listas,2014EP,15_226_001,LMP,1
Listas,2014EP,15_226_001,A HAZA NEM ELADÓ,0
Listas,2014EP,15_226_001,EGYÜTT-PM,0
Listas,2014EP,15_226_001,SMS,0
Listas,2014EP,15_227_001,FIDESZ-KDNP,37
Listas,2014EP,15_227_001,JOBBIK,9
Listas,2014EP,15_227_001,DEMOKRATIKUS KOALÍCIÓ,4
Listas,2014EP,15_227_001,MSZP,3
Listas,2014EP,15_227_001,A HAZA NEM ELADÓ,1
Listas,2014EP,15_227_001,LMP,1
Listas,2014EP,15_227_001,EGYÜTT-PM,0
Listas,2014EP,15_227_001,SMS,0
Listas,2014EP,15_228_001,FIDESZ-KDNP,53
Listas,2014EP,15_228_001,MSZP,20
Listas,2014EP,15_228_001,JOBBIK,16
Listas,2014EP,15_228_001,DEMOKRATIKUS KOALÍCIÓ,9
Listas,2014EP,15_228_001,A HAZA NEM ELADÓ,1
Listas,2014EP,15_228_001,EGYÜTT-PM,0
Listas,2014EP,15_228_001,SMS,0
Listas,2014EP,15_228_001,LMP,0
Listas,2014EP,15_229_001,FIDESZ-KDNP,17
Listas,2014EP,15_229_001,JOBBIK,4
Listas,2014EP,15_229_001,EGYÜTT-PM,2
Listas,2014EP,15_229_001,MSZP,1
Listas,2014EP,15_229_001,DEMOKRATIKUS KOALÍCIÓ,1
Listas,2014EP,15_229_001,A HAZA NEM ELADÓ,1
Listas,2014EP,15_229_001,LMP,1
Listas,2014EP,15_229_001,SMS,0
Listas,2014EP,15_229_002,FIDESZ-KDNP,23
Listas,2014EP,15_229_002,JOBBIK,5
Listas,2014EP,15_229_002,MSZP,3
Listas,2014EP,15_229_002,LMP,1
Listas,2014EP,15_229_002,DEMOKRATIKUS KOALÍCIÓ,0
Listas,2014EP,15_229_002,SMS,0
Listas,2014EP,15_229_002,A HAZA NEM ELADÓ,0
Listas,2014EP,15_229_002,EGYÜTT-PM,0
Listas,2014EP,15_230_001,FIDESZ-KDNP,33
Listas,2014EP,15_230_001,JOBBIK,8
Listas,2014EP,15_230_001,DEMOKRATIKUS KOALÍCIÓ,1
Listas,2014EP,15_230_001,MSZP,1
Listas,2014EP,15_230_001,LMP,0
Listas,2014EP,15_230_001,EGYÜTT-PM,0
Listas,2014EP,15_230_001,SMS,0
Listas,2014EP,15_230_001,A HAZA NEM ELADÓ,0
Listas,2014EP,15_231_001,FIDESZ-KDNP,61
Listas,2014EP,15_231_001,JOBBIK,16
Listas,2014EP,15_231_001,MSZP,15
Listas,2014EP,15_231_001,DEMOKRATIKUS KOALÍCIÓ,12
Listas,2014EP,15_231_001,LMP,9
Listas,2014EP,15_231_001,EGYÜTT-PM,2
Listas,2014EP,15_231_001,SMS,0
Listas,2014EP,15_231_001,A HAZA NEM ELADÓ,0
Listas,2014EP,15_232_001,FIDESZ-KDNP,51
Listas,2014EP,15_232_001,JOBBIK,18
Listas,2014EP,15_232_001,MSZP,14
Listas,2014EP,15_232_001,DEMOKRATIKUS KOALÍCIÓ,12
Listas,2014EP,15_232_001,EGYÜTT-PM,1
Listas,2014EP,15_232_001,SMS,0
Listas,2014EP,15_232_001,LMP,0
Listas,2014EP,15_232_001,A HAZA NEM ELADÓ,0
Listas,2014EP,15_233_001,FIDESZ-KDNP,31
Listas,2014EP,15_233_001,JOBBIK,10
Listas,2014EP,15_233_001,DEMOKRATIKUS KOALÍCIÓ,2
Listas,2014EP,15_233_001,MSZP,2
Listas,2014EP,15_233_001,LMP,2
Listas,2014EP,15_233_001,SMS,0
Listas,2014EP,15_233_001,A HAZA NEM ELADÓ,0
Listas,2014EP,15_233_001,EGYÜTT-PM,0
Listas,2014EP,15_234_001,FIDESZ-KDNP,30
Listas,2014EP,15_234_001,JOBBIK,15
Listas,2014EP,15_234_001,MSZP,7
Listas,2014EP,15_234_001,DEMOKRATIKUS KOALÍCIÓ,5
Listas,2014EP,15_234_001,LMP,2
Listas,2014EP,15_234_001,EGYÜTT-PM,0
Listas,2014EP,15_234_001,SMS,0
Listas,2014EP,15_234_001,A HAZA NEM ELADÓ,0
Listas,2014EP,15_235_001,FIDESZ-KDNP,50
Listas,2014EP,15_235_001,JOBBIK,21
Listas,2014EP,15_235_001,MSZP,15
Listas,2014EP,15_235_001,DEMOKRATIKUS KOALÍCIÓ,10
Listas,2014EP,15_235_001,EGYÜTT-PM,7
Listas,2014EP,15_235_001,LMP,3
Listas,2014EP,15_235_001,A HAZA NEM ELADÓ,2
Listas,2014EP,15_235_001,SMS,0
Listas,2014EP,15_236_001,FIDESZ-KDNP,77
Listas,2014EP,15_236_001,MSZP,11
Listas,2014EP,15_236_001,JOBBIK,7
Listas,2014EP,15_236_001,DEMOKRATIKUS KOALÍCIÓ,7
Listas,2014EP,15_236_001,LMP,4
Listas,2014EP,15_236_001,EGYÜTT-PM,1
Listas,2014EP,15_236_001,SMS,0
Listas,2014EP,15_236_001,A HAZA NEM ELADÓ,0
Listas,2014EP,15_237_001,FIDESZ-KDNP,33
Listas,2014EP,15_237_001,JOBBIK,13
Listas,2014EP,15_237_001,LMP,5
Listas,2014EP,15_237_001,MSZP,2
Listas,2014EP,15_237_001,A HAZA NEM ELADÓ,1
Listas,2014EP,15_237_001,EGYÜTT-PM,0
Listas,2014EP,15_237_001,DEMOKRATIKUS KOALÍCIÓ,0
Listas,2014EP,15_237_001,SMS,0
Listas,2014EP,15_238_001,FIDESZ-KDNP,409
Listas,2014EP,15_238_001,DEMOKRATIKUS KOALÍCIÓ,63
Listas,2014EP,15_238_001,MSZP,48
Listas,2014EP,15_238_001,JOBBIK,48
Listas,2014EP,15_238_001,EGYÜTT-PM,45
Listas,2014EP,15_238_001,LMP,32
Listas,2014EP,15_238_001,SMS,2
Listas,2014EP,15_238_001,A HAZA NEM ELADÓ,1
Listas,2014EP,15_238_002,FIDESZ-KDNP,240
Listas,2014EP,15_238_002,JOBBIK,44
Listas,2014EP,15_238_002,EGYÜTT-PM,26
Listas,2014EP,15_238_002,DEMOKRATIKUS KOALÍCIÓ,24
Listas,2014EP,15_238_002,MSZP,23
Listas,2014EP,15_238_002,LMP,13
Listas,2014EP,15_238_002,SMS,1
Listas,2014EP,15_238_002,A HAZA NEM ELADÓ,1
Listas,2014EP,15_239_001,FIDESZ-KDNP,78
Listas,2014EP,15_239_001,MSZP,17
Listas,2014EP,15_239_001,JOBBIK,13
Listas,2014EP,15_239_001,DEMOKRATIKUS KOALÍCIÓ,4
Listas,2014EP,15_239_001,EGYÜTT-PM,2
Listas,2014EP,15_239_001,LMP,1
Listas,2014EP,15_239_001,A HAZA NEM ELADÓ,0
Listas,2014EP,15_239_001,SMS,0
Listas,2014EP,15_239_002,FIDESZ-KDNP,84
Listas,2014EP,15_239_002,MSZP,19
Listas,2014EP,15_239_002,DEMOKRATIKUS KOALÍCIÓ,13
Listas,2014EP,15_239_002,JOBBIK,13
Listas,2014EP,15_239_002,EGYÜTT-PM,4
Listas,2014EP,15_239_002,LMP,1
Listas,2014EP,15_239_002,A HAZA NEM ELADÓ,0
Listas,2014EP,15_239_002,SMS,0
Listas,2014EP,15_240_001,FIDESZ-KDNP,31
Listas,2014EP,15_240_001,JOBBIK,8
Listas,2014EP,15_240_001,EGYÜTT-PM,7
Listas,2014EP,15_240_001,MSZP,6
Listas,2014EP,15_240_001,LMP,2
Listas,2014EP,15_240_001,DEMOKRATIKUS KOALÍCIÓ,1
Listas,2014EP,15_240_001,SMS,0
Listas,2014EP,15_240_001,A HAZA NEM ELADÓ,0
Listas,2014EP,15_241_001,FIDESZ-KDNP,56
Listas,2014EP,15_241_001,JOBBIK,15
Listas,2014EP,15_241_001,MSZP,13
Listas,2014EP,15_241_001,DEMOKRATIKUS KOALÍCIÓ,12
Listas,2014EP,15_241_001,LMP,4
Listas,2014EP,15_241_001,A HAZA NEM ELADÓ,1
Listas,2014EP,15_241_001,SMS,1
Listas,2014EP,15_241_001,EGYÜTT-PM,0
Listas,2014EP,15_242_001,FIDESZ-KDNP,24
