JKV_AZONOSITO,SZAVAZOKOR,VALASZTOPOLGAR,MEGJELENTEK,URNABAN_LEVO,ELTERES,ERVENYTELEN,ERVENYES,TIPUS,ERVENYES_SZAVAZASI_IRATOK,IRATOKBAN_LEVO_SZAVAZOLAP
62046,09_030_016,725,493,493,0,11,482,LISTAS,,
62048,09_030_017,845,625,625,0,14,611,LISTAS,,
62050,09_030_018,2520,2127,2126,-1,13,2113,LISTAS,,
62052,09_030_019,1212,872,872,0,15,857,LISTAS,,
62054,09_030_020,660,449,449,0,6,443,LISTAS,,
62056,09_030_021,1262,865,865,0,9,856,LISTAS,,
62058,09_030_022,919,675,675,0,8,667,LISTAS,,
62060,09_030_023,1004,532,531,0,18,513,LISTAS,,
62062,09_030_024,1011,506,510,0,49,461,LISTAS,,
62064,09_030_025,1133,726,726,0,3,723,LISTAS,,
62066,09_030_026,760,329,329,0,12,317,LISTAS,,
62068,09_030_027,673,346,347,0,18,329,LISTAS,,
62070,09_031_001,834,543,543,0,5,538,LISTAS,,
62072,09_031_002,1015,629,629,0,7,622,LISTAS,,
62074,09_031_003,937,663,663,0,5,658,LISTAS,,
62076,09_031_004,967,624,624,0,5,619,LISTAS,,
62078,09_031_005,881,494,494,0,5,489,LISTAS,,
62080,09_031_006,761,488,489,0,15,474,LISTAS,,
62082,09_031_007,776,408,408,0,13,395,LISTAS,,
62084,09_031_008,657,412,412,0,3,409,LISTAS,,
62086,09_032_001,1094,503,503,0,16,487,LISTAS,,
62088,09_032_002,948,364,364,0,12,352,LISTAS,,
62090,09_032_003,1250,664,663,0,9,654,LISTAS,,
62092,09_032_004,1203,608,608,0,10,598,LISTAS,,
62094,09_032_005,1040,504,504,0,11,493,LISTAS,,
62096,09_032_006,1224,670,669,0,3,666,LISTAS,,
62098,09_032_007,1249,798,800,0,31,769,LISTAS,,
62100,09_032_008,1240,781,782,0,22,760,LISTAS,,
62102,09_032_009,115,64,64,0,1,63,LISTAS,,
62104,09_033_001,883,553,569,0,118,451,LISTAS,,
62106,09_033_002,804,455,455,0,4,451,LISTAS,,
62108,09_033_003,855,551,550,0,4,546,LISTAS,,
62110,09_033_004,898,544,544,0,6,538,LISTAS,,
62112,09_033_005,905,526,526,0,5,521,LISTAS,,
62114,09_033_006,882,564,564,0,6,558,LISTAS,,
62116,09_033_007,581,338,338,0,5,333,LISTAS,,
62118,09_033_008,579,306,307,0,20,287,LISTAS,,
62120,09_033_009,562,375,375,0,5,370,LISTAS,,
62122,09_033_010,760,469,469,0,2,467,LISTAS,,
62124,09_033_011,838,491,491,0,5,486,LISTAS,,
62126,09_033_012,870,599,599,0,8,591,LISTAS,,
62128,09_033_013,856,563,567,0,43,524,LISTAS,,
62130,09_033_014,748,491,491,0,5,486,LISTAS,,
62132,09_033_015,815,528,528,0,7,521,LISTAS,,
62134,09_033_016,790,455,455,0,3,452,LISTAS,,
62136,09_033_017,569,380,380,0,2,378,LISTAS,,
62138,09_033_018,324,220,220,0,1,219,LISTAS,,
62140,09_034_001,1377,869,868,0,8,860,LISTAS,,
62142,09_034_002,1406,946,945,0,7,938,LISTAS,,
62144,09_034_003,1336,748,748,0,20,728,LISTAS,,
62146,09_034_004,1249,785,784,0,31,753,LISTAS,,
62148,09_034_005,1201,706,706,0,13,693,LISTAS,,
62150,09_034_006,529,276,275,0,9,266,LISTAS,,
62152,09_034_007,868,533,533,0,4,529,LISTAS,,
62154,09_034_008,1312,711,711,0,10,701,LISTAS,,
62156,09_034_009,1232,683,682,0,7,675,LISTAS,,
62158,09_035_001,1025,711,711,0,12,699,LISTAS,,
62160,09_035_002,3065,2587,2574,-13,11,2563,LISTAS,,
62162,09_035_003,928,637,637,0,5,632,LISTAS,,
62164,09_035_004,869,610,610,0,3,607,LISTAS,,
62166,09_035_005,739,519,519,0,3,516,LISTAS,,
62168,09_035_006,883,606,606,0,7,599,LISTAS,,
62170,09_035_007,756,512,512,0,2,510,LISTAS,,
62172,09_035_008,1138,753,753,0,5,748,LISTAS,,
62174,09_035_009,749,482,482,0,2,480,LISTAS,,
62176,09_035_010,869,598,596,0,0,596,LISTAS,,
62178,09_035_011,860,608,608,0,3,605,LISTAS,,
62180,09_035_012,700,466,461,0,8,453,LISTAS,,
62182,09_035_013,954,557,557,0,7,550,LISTAS,,
62184,09_035_014,851,572,572,0,2,570,LISTAS,,
62186,09_035_015,975,680,680,0,14,666,LISTAS,,
62188,09_035_016,1129,800,800,0,7,793,LISTAS,,
62190,09_035_017,1036,603,604,0,24,580,LISTAS,,
62192,09_035_018,1223,653,653,0,11,642,LISTAS,,
62194,09_035_019,1127,831,831,0,1,830,LISTAS,,
62196,09_035_020,1110,762,762,0,4,758,LISTAS,,
62198,09_036_001,780,447,447,0,1,446,LISTAS,,
62200,09_036_002,793,480,480,0,10,470,LISTAS,,
62202,09_036_003,782,428,428,0,11,417,LISTAS,,
62204,09_037_001,836,420,420,0,11,409,LISTAS,,
62206,09_038_001,1014,678,678,0,2,676,LISTAS,,
62208,09_038_002,188,92,92,0,1,91,LISTAS,,
62210,09_039_001,1096,710,709,0,2,707,LISTAS,,
62212,09_039_002,1153,584,583,0,40,543,LISTAS,,
62214,09_039_003,1046,561,561,0,15,546,LISTAS,,
62216,09_039_004,1132,660,661,0,24,637,LISTAS,,
62218,09_040_001,905,547,547,0,8,539,LISTAS,,
62220,09_040_002,963,640,640,0,4,636,LISTAS,,
62222,09_040_003,930,546,546,0,5,541,LISTAS,,
62224,09_040_004,963,636,633,0,9,624,LISTAS,,
62226,09_040_005,955,617,617,0,5,612,LISTAS,,
62228,09_041_001,974,590,590,0,8,582,LISTAS,,
62230,09_042_001,492,254,254,0,1,253,LISTAS,,
62232,09_043_001,649,390,390,0,4,386,LISTAS,,
62234,09_043_002,597,375,376,0,15,361,LISTAS,,
62236,09_043_003,590,359,359,0,5,354,LISTAS,,
62238,09_043_004,590,344,344,0,2,342,LISTAS,,
62240,09_043_005,592,333,333,0,1,332,LISTAS,,
62242,09_043_006,619,253,253,0,6,247,LISTAS,,
62244,09_043_007,471,255,255,0,1,254,LISTAS,,
62246,09_043_008,78,44,44,0,0,44,LISTAS,,
62248,09_044_001,709,374,374,0,14,360,LISTAS,,
62250,09_044_002,892,528,528,0,16,512,LISTAS,,
62252,09_045_001,624,352,351,0,8,343,LISTAS,,
62254,09_046_001,747,503,503,0,3,500,LISTAS,,
62256,09_046_002,68,50,50,0,1,49,LISTAS,,
62258,09_047_001,975,594,592,0,0,592,LISTAS,,
62260,09_047_002,868,464,464,0,11,453,LISTAS,,
62262,09_047_003,1129,587,587,0,21,566,LISTAS,,
62264,09_047_004,1023,471,473,0,40,433,LISTAS,,
62266,09_047_005,771,379,379,0,6,373,LISTAS,,
62268,09_047_006,825,415,414,0,7,407,LISTAS,,
62270,09_048_001,719,450,450,0,1,449,LISTAS,,
62272,09_049_001,512,284,284,0,1,283,LISTAS,,
62274,09_050_001,503,327,327,0,4,323,LISTAS,,
62276,09_051_001,816,557,557,0,1,556,LISTAS,,
62278,09_051_002,1090,657,656,0,10,646,LISTAS,,
62280,09_051_003,909,611,611,0,0,611,LISTAS,,
62282,09_051_004,798,605,605,0,3,602,LISTAS,,
62284,09_052_001,809,513,513,0,4,509,LISTAS,,
62286,09_052_002,915,565,565,0,9,556,LISTAS,,
62288,09_053_001,1156,774,774,0,8,766,LISTAS,,
62290,09_053_002,1090,765,752,0,0,752,LISTAS,,
62292,09_054_001,1006,600,600,0,6,594,LISTAS,,
62294,09_055_001,856,546,546,0,6,540,LISTAS,,
62296,09_055_002,880,536,536,0,8,528,LISTAS,,
62298,09_056_001,1011,568,568,0,5,563,LISTAS,,
62300,09_056_002,969,579,579,0,5,574,LISTAS,,
62302,09_056_003,1044,684,684,0,5,679,LISTAS,,
62304,09_056_004,1004,557,556,0,6,550,LISTAS,,
62438,09_056_005,1030,598,598,0,1,597,LISTAS,,
62440,09_056_006,948,523,523,0,1,522,LISTAS,,
62442,09_056_007,901,557,557,0,9,548,LISTAS,,
62444,09_057_001,463,278,277,0,2,275,LISTAS,,
62446,09_057_002,816,520,519,0,15,504,LISTAS,,
62448,09_057_003,593,372,372,0,7,365,LISTAS,,
62450,09_057_004,921,649,649,0,14,635,LISTAS,,
62452,09_057_005,84,43,43,0,0,43,LISTAS,,
62454,09_057_006,182,129,129,0,4,125,LISTAS,,
62456,09_058_001,760,556,556,0,3,553,LISTAS,,
62458,09_058_002,747,495,495,0,4,491,LISTAS,,
62460,09_058_003,700,481,481,0,6,475,LISTAS,,
62462,09_058_004,613,449,449,0,6,443,LISTAS,,
62464,09_058_005,843,599,599,0,11,588,LISTAS,,
62466,09_058_006,1096,700,700,0,16,684,LISTAS,,
62468,09_058_007,767,537,537,0,7,530,LISTAS,,
62470,09_058_008,421,245,244,0,7,237,LISTAS,,
62472,09_059_001,780,498,498,0,7,491,LISTAS,,
62474,09_059_002,795,473,471,0,10,461,LISTAS,,
62476,09_059_003,586,332,332,0,19,313,LISTAS,,
62478,09_059_004,743,432,432,0,8,424,LISTAS,,
62480,09_059_005,85,58,58,0,2,56,LISTAS,,
62482,09_060_001,823,520,520,0,12,508,LISTAS,,
62484,09_060_002,790,471,471,0,4,467,LISTAS,,
62486,09_061_001,892,539,539,0,9,530,LISTAS,,
62488,09_061_002,1036,675,675,0,6,669,LISTAS,,
62490,09_062_001,762,475,470,0,3,467,LISTAS,,
62492,09_062_002,902,565,563,0,2,561,LISTAS,,
62494,09_062_003,846,574,572,0,10,562,LISTAS,,
62496,09_062_004,709,390,390,0,8,382,LISTAS,,
62498,09_062_005,1034,644,642,0,16,626,LISTAS,,
62500,09_062_006,1089,513,513,0,11,502,LISTAS,,
62502,09_062_007,952,460,442,0,8,434,LISTAS,,
62504,09_063_001,764,530,530,0,4,526,LISTAS,,
62506,09_063_002,634,474,472,0,6,466,LISTAS,,
62508,09_063_003,672,495,495,0,6,489,LISTAS,,
62510,09_063_004,749,508,508,0,6,502,LISTAS,,
62512,09_063_005,754,497,497,0,6,491,LISTAS,,
62514,09_063_006,708,462,462,0,4,458,LISTAS,,
62516,09_063_007,755,522,522,0,2,520,LISTAS,,
62518,09_063_008,754,556,555,0,4,551,LISTAS,,
62520,09_063_009,816,619,619,0,0,619,LISTAS,,
62522,09_063_010,637,476,476,0,4,472,LISTAS,,
62524,09_063_011,664,455,455,0,3,452,LISTAS,,
62526,09_063_012,759,505,505,0,4,501,LISTAS,,
62528,09_063_013,807,559,558,0,10,548,LISTAS,,
62530,09_063_014,575,377,376,0,1,375,LISTAS,,
62532,09_063_015,738,383,383,0,11,372,LISTAS,,
62534,09_063_016,813,459,459,0,7,452,LISTAS,,
62536,09_064_001,677,373,372,0,4,368,LISTAS,,
62538,09_065_001,878,598,597,0,5,592,LISTAS,,
62540,09_065_002,985,584,584,0,16,568,LISTAS,,
62542,09_066_001,784,496,496,0,7,489,LISTAS,,
62544,09_066_002,731,496,496,0,6,490,LISTAS,,
62546,09_066_003,745,485,484,0,3,481,LISTAS,,
62548,09_067_001,877,578,578,0,2,576,LISTAS,,
62550,09_068_001,976,573,572,0,8,564,LISTAS,,
62552,09_068_002,60,40,40,0,0,40,LISTAS,,
62554,09_069_001,489,279,279,0,5,274,LISTAS,,
62556,09_069_002,569,372,372,0,7,365,LISTAS,,
62558,09_070_001,1143,681,680,0,5,675,LISTAS,,
62560,09_070_002,1003,524,524,0,7,517,LISTAS,,
62562,09_070_003,943,600,600,0,9,591,LISTAS,,
62564,09_070_004,1004,616,616,0,12,604,LISTAS,,
62566,09_070_005,905,555,555,0,13,542,LISTAS,,
62568,09_071_001,817,604,604,0,1,603,LISTAS,,
62570,09_072_001,654,344,344,0,7,337,LISTAS,,
62572,09_072_002,686,413,413,0,8,405,LISTAS,,
62698,09_072_003,844,504,504,0,4,500,LISTAS,,
62700,09_072_004,763,421,421,0,11,410,LISTAS,,
62702,09_072_005,620,325,323,0,3,320,LISTAS,,
62704,09_072_006,77,46,46,0,1,45,LISTAS,,
62706,09_073_001,582,340,339,0,9,330,LISTAS,,
62708,09_074_001,263,114,114,0,8,106,LISTAS,,
62710,09_075_001,441,287,287,0,4,283,LISTAS,,
62712,09_076_001,812,496,496,0,14,482,LISTAS,,
62714,09_077_001,1149,630,630,0,7,623,LISTAS,,
62716,09_078_001,701,468,468,0,7,461,LISTAS,,
62718,09_079_001,1073,656,655,0,10,645,LISTAS,,
62720,09_079_002,881,553,553,0,17,536,LISTAS,,
62722,09_079_003,820,544,544,0,6,538,LISTAS,,
62724,09_079_004,709,475,475,0,7,468,LISTAS,,
62726,09_079_005,814,595,594,0,13,581,LISTAS,,
62728,09_080_001,942,596,596,0,9,587,LISTAS,,
62730,09_081_001,105,75,75,0,4,71,LISTAS,,
62732,09_082_001,1222,745,745,0,11,734,LISTAS,,
62734,10_001_001,1005,712,711,0,6,705,LISTAS,,
62736,10_001_002,1007,732,732,0,10,722,LISTAS,,
62738,10_002_001,657,364,364,0,2,362,LISTAS,,
62740,10_002_002,716,496,496,0,1,495,LISTAS,,
62742,10_002_003,689,452,452,0,13,439,LISTAS,,
62744,10_003_001,573,412,411,0,7,404,LISTAS,,
62746,10_004_001,1085,828,828,0,4,824,LISTAS,,
62748,10_004_002,1072,819,819,0,4,815,LISTAS,,
62750,10_005_001,748,471,471,0,2,469,LISTAS,,
62752,10_005_002,590,383,383,0,0,383,LISTAS,,
62754,10_005_003,609,423,423,0,4,419,LISTAS,,
62756,10_006_001,733,537,536,0,4,532,LISTAS,,
62758,10_006_002,729,522,522,0,4,518,LISTAS,,
62760,10_007_001,1017,543,543,0,26,517,LISTAS,,
62762,10_008_001,479,331,331,0,2,329,LISTAS,,
62764,10_008_002,347,214,214,0,5,209,LISTAS,,
62766,10_009_001,273,202,202,0,1,201,LISTAS,,
62768,10_010_001,531,328,328,0,4,324,LISTAS,,
62770,10_011_001,692,434,434,0,3,431,LISTAS,,
62772,10_011_002,634,376,376,0,5,371,LISTAS,,
62774,10_011_003,768,431,431,0,3,428,LISTAS,,
62776,10_012_001,742,507,507,0,6,501,LISTAS,,
62778,10_012_002,847,549,548,0,2,546,LISTAS,,
62780,10_012_003,641,416,416,0,5,411,LISTAS,,
62782,10_013_001,1041,689,690,0,15,675,LISTAS,,
62784,10_014_001,592,401,401,0,18,383,LISTAS,,
62786,10_015_001,805,543,543,0,11,532,LISTAS,,
62788,10_015_002,791,575,575,0,3,572,LISTAS,,
62790,10_015_003,759,548,548,0,4,544,LISTAS,,
62792,10_016_001,780,539,535,0,7,528,LISTAS,,
62794,10_017_001,219,146,146,0,5,141,LISTAS,,
62796,10_018_001,558,412,412,0,4,408,LISTAS,,
62798,10_019_001,583,352,352,0,4,348,LISTAS,,
62800,10_019_002,551,321,321,0,7,314,LISTAS,,
62802,10_019_003,559,350,350,0,5,345,LISTAS,,
62804,10_020_001,493,355,355,0,5,350,LISTAS,,
62806,10_021_001,927,632,632,0,3,629,LISTAS,,
62808,10_022_001,741,530,530,0,10,520,LISTAS,,
62810,10_022_002,849,657,659,0,21,638,LISTAS,,
62812,10_023_001,738,422,422,0,1,421,LISTAS,,
62814,10_024_001,875,575,574,0,7,567,LISTAS,,
62816,10_024_002,881,551,551,0,7,544,LISTAS,,
62818,10_024_003,829,565,565,0,1,564,LISTAS,,
62820,10_025_001,687,528,528,0,5,523,LISTAS,,
62822,10_025_002,634,485,484,0,2,482,LISTAS,,
62824,10_025_003,1009,784,784,0,2,782,LISTAS,,
62826,10_025_004,1029,808,808,0,6,802,LISTAS,,
62828,10_025_005,1000,747,747,0,4,743,LISTAS,,
62830,10_025_006,989,751,751,0,2,749,LISTAS,,
62832,10_025_007,967,760,760,0,5,755,LISTAS,,
62946,10_025_008,813,626,625,0,1,624,LISTAS,,
62948,10_025_009,805,626,626,0,9,617,LISTAS,,
62950,10_025_010,925,720,720,0,6,714,LISTAS,,
62952,10_025_011,1036,826,824,0,2,822,LISTAS,,
62954,10_025_012,968,736,736,0,0,736,LISTAS,,
62956,10_025_013,999,762,763,0,10,753,LISTAS,,
62958,10_025_014,974,730,729,0,8,721,LISTAS,,
62960,10_025_015,1101,825,825,0,3,822,LISTAS,,
62962,10_025_016,628,512,510,0,2,508,LISTAS,,
62964,10_025_017,589,433,433,0,1,432,LISTAS,,
62966,10_025_018,641,489,490,0,14,476,LISTAS,,
62968,10_025_019,880,665,665,0,1,664,LISTAS,,
62970,10_025_020,661,490,489,0,4,485,LISTAS,,
62972,10_025_021,1048,862,857,0,13,844,LISTAS,,
62974,10_025_022,1071,835,835,0,2,833,LISTAS,,
62976,10_025_023,834,514,513,0,5,508,LISTAS,,
62978,10_025_024,912,682,682,0,3,679,LISTAS,,
62980,10_025_025,898,704,704,0,6,698,LISTAS,,
62982,10_025_026,820,641,641,0,0,641,LISTAS,,
62984,10_025_027,810,625,625,0,1,624,LISTAS,,
62986,10_025_028,1060,610,609,0,8,601,LISTAS,,
62988,10_025_029,827,617,616,0,6,610,LISTAS,,
62990,10_025_030,953,729,725,0,5,720,LISTAS,,
62992,10_025_031,3953,3490,3450,-40,3,3447,LISTAS,,
62994,10_025_032,795,543,541,0,3,538,LISTAS,,
62996,10_025_033,798,560,559,0,2,557,LISTAS,,
62998,10_025_034,905,636,636,0,1,635,LISTAS,,
63000,10_025_035,722,506,506,0,2,504,LISTAS,,
63002,10_025_036,853,626,626,0,3,623,LISTAS,,
63004,10_025_037,946,682,682,0,5,677,LISTAS,,
63006,10_025_038,940,667,667,0,2,665,LISTAS,,
63008,10_025_039,880,609,609,0,3,606,LISTAS,,
63010,10_025_040,928,581,581,0,1,580,LISTAS,,
63012,10_025_041,960,716,716,0,2,714,LISTAS,,
63014,10_025_042,1074,777,771,0,4,767,LISTAS,,
63016,10_025_043,748,509,509,0,1,508,LISTAS,,
63018,10_025_044,1085,684,682,0,9,673,LISTAS,,
63020,10_025_045,1170,864,864,0,3,861,LISTAS,,
63022,10_025_046,800,564,564,0,5,559,LISTAS,,
63024,10_025_047,774,557,557,0,5,552,LISTAS,,
63026,10_026_001,1143,739,739,0,3,736,LISTAS,,
63028,10_027_001,443,300,298,0,5,293,LISTAS,,
63030,10_028_001,207,130,130,0,2,128,LISTAS,,
63032,10_028_002,438,265,265,0,4,261,LISTAS,,
63034,10_028_003,382,207,207,0,6,201,LISTAS,,
63036,10_029_001,524,332,332,0,7,325,LISTAS,,
63038,10_030_001,771,602,602,0,2,600,LISTAS,,
63040,10_030_002,705,520,519,0,2,517,LISTAS,,
63042,10_031_001,888,660,660,0,5,655,LISTAS,,
63044,10_032_001,470,357,332,0,10,322,LISTAS,,
63046,10_033_001,821,522,522,0,3,519,LISTAS,,
63048,10_033_002,837,504,504,0,8,496,LISTAS,,
63050,10_033_003,874,477,477,0,4,473,LISTAS,,
63052,10_034_001,608,372,372,0,2,370,LISTAS,,
63054,10_035_001,275,201,201,0,1,200,LISTAS,,
63056,10_036_001,788,528,528,0,4,524,LISTAS,,
63058,10_037_001,977,758,758,0,4,754,LISTAS,,
63060,10_037_002,869,590,590,0,7,583,LISTAS,,
63062,10_037_003,866,668,668,0,2,666,LISTAS,,
63064,10_038_001,623,418,418,0,1,417,LISTAS,,
63066,10_038_002,636,391,391,0,1,390,LISTAS,,
63068,10_038_003,771,540,540,0,1,539,LISTAS,,
63070,10_038_004,949,646,645,0,2,643,LISTAS,,
63072,10_038_005,613,405,404,0,2,402,LISTAS,,
63074,10_038_006,633,418,418,0,0,418,LISTAS,,
59602,10_038_007,863,546,546,0,4,542,LISTAS,,
59604,10_038_008,946,636,636,0,3,633,LISTAS,,
59606,10_039_001,601,480,480,0,4,476,LISTAS,,
59608,10_039_002,1036,870,872,0,34,838,LISTAS,,
59610,10_039_003,670,500,498,0,6,492,LISTAS,,
59612,10_039_004,822,642,643,0,13,630,LISTAS,,
59614,10_039_005,1057,603,603,0,29,574,LISTAS,,
59616,10_039_006,710,428,428,0,4,424,LISTAS,,
59618,10_039_007,876,728,728,0,9,719,LISTAS,,
59620,10_039_008,722,587,587,0,2,585,LISTAS,,
59622,10_039_009,896,734,734,0,1,733,LISTAS,,
59624,10_039_010,770,597,597,0,7,590,LISTAS,,
59626,10_039_011,1027,804,804,0,3,801,LISTAS,,
59628,10_039_012,3259,2879,2869,-22,6,2863,LISTAS,,
59630,10_039_013,786,625,625,0,4,621,LISTAS,,
59632,10_039_014,719,557,555,0,3,552,LISTAS,,
59634,10_039_015,698,528,522,0,2,520,LISTAS,,
59636,10_039_016,841,595,593,0,4,589,LISTAS,,
59638,10_039_017,740,527,525,0,7,518,LISTAS,,
59640,10_039_018,685,478,478,0,7,471,LISTAS,,
59642,10_039_019,755,578,578,0,2,576,LISTAS,,
59644,10_039_020,876,689,689,0,4,685,LISTAS,,
59646,10_039_021,770,561,559,0,1,558,LISTAS,,
59648,10_039_022,898,673,670,0,6,664,LISTAS,,
59650,10_039_023,986,680,678,0,7,671,LISTAS,,
59652,10_039_024,553,449,448,0,7,441,LISTAS,,
59654,10_039_025,799,536,536,0,5,531,LISTAS,,
59656,10_039_026,617,448,448,0,3,445,LISTAS,,
59658,10_039_027,485,371,371,0,5,366,LISTAS,,
59660,10_039_028,844,604,604,0,3,601,LISTAS,,
59662,10_039_029,769,546,546,0,5,541,LISTAS,,
59664,10_039_030,753,483,487,0,53,434,LISTAS,,
59666,10_040_001,1054,783,783,0,3,780,LISTAS,,
59668,10_040_002,1017,753,753,0,4,749,LISTAS,,
59670,10_041_001,1077,644,644,0,10,634,LISTAS,,
59672,10_042_001,722,466,466,0,5,461,LISTAS,,
59674,10_042_002,1230,846,846,0,13,833,LISTAS,,
59676,10_043_001,736,506,494,0,3,491,LISTAS,,
59678,10_043_002,842,666,666,0,7,659,LISTAS,,
59680,10_043_003,837,663,663,0,4,659,LISTAS,,
59682,10_044_001,877,692,692,0,4,688,LISTAS,,
59684,10_044_002,983,710,710,0,3,707,LISTAS,,
59686,10_045_001,305,189,189,0,6,183,LISTAS,,
59688,10_045_002,625,388,388,0,1,387,LISTAS,,
59690,10_046_001,760,554,554,0,1,553,LISTAS,,
59692,10_046_002,1168,880,880,0,6,874,LISTAS,,
59694,10_046_003,1082,737,737,0,33,704,LISTAS,,
59696,10_046_004,867,625,625,0,5,620,LISTAS,,
59698,10_046_005,998,643,643,0,3,640,LISTAS,,
59700,10_046_006,972,735,735,0,4,731,LISTAS,,
59702,10_046_007,1088,760,760,0,3,757,LISTAS,,
59704,10_046_008,902,665,665,0,3,662,LISTAS,,
59706,10_046_009,828,604,608,0,43,565,LISTAS,,
59708,10_046_010,866,632,632,0,6,626,LISTAS,,
59710,10_046_011,1112,831,831,0,3,828,LISTAS,,
59712,10_046_012,1248,963,963,0,9,954,LISTAS,,
59714,10_046_013,709,536,536,0,2,534,LISTAS,,
59716,10_046_014,1103,822,823,0,21,802,LISTAS,,
59718,10_046_015,1272,860,860,0,7,853,LISTAS,,
59720,10_046_016,2612,2226,2221,-5,7,2214,LISTAS,,
59722,10_046_017,1061,713,714,0,17,697,LISTAS,,
59724,10_047_001,793,586,586,0,3,583,LISTAS,,
59726,10_047_002,759,485,485,0,7,478,LISTAS,,
59728,10_048_001,1062,781,780,0,4,776,LISTAS,,
59730,10_048_002,973,685,685,0,7,678,LISTAS,,
59870,10_048_003,1118,738,737,0,31,706,LISTAS,,
59872,10_048_004,225,136,136,0,2,134,LISTAS,,
59874,10_048_005,1071,738,738,0,12,726,LISTAS,,
59876,10_048_006,996,650,650,0,5,645,LISTAS,,
59878,10_048_007,1084,696,696,0,8,688,LISTAS,,
59880,10_048_008,1061,713,712,0,3,709,LISTAS,,
59882,10_048_009,682,371,371,0,26,345,LISTAS,,
59884,10_049_001,472,279,279,0,6,273,LISTAS,,
59886,10_050_001,536,362,361,0,4,357,LISTAS,,
59888,10_051_001,723,491,491,0,5,486,LISTAS,,
59890,10_051_002,718,523,523,0,3,520,LISTAS,,
59892,10_051_003,772,519,520,0,17,503,LISTAS,,
59894,10_051_004,746,501,501,0,2,499,LISTAS,,
59896,10_052_001,573,392,392,0,10,382,LISTAS,,
59898,10_052_002,526,351,350,0,9,341,LISTAS,,
59900,10_052_003,156,113,113,0,1,112,LISTAS,,
59902,10_053_001,298,221,221,0,2,219,LISTAS,,
59904,10_054_001,815,562,562,0,2,560,LISTAS,,
59906,10_054_002,792,458,458,0,7,451,LISTAS,,
59908,10_054_003,746,482,482,0,5,477,LISTAS,,
59910,10_055_001,762,459,459,0,5,454,LISTAS,,
59912,10_055_002,811,469,467,0,18,449,LISTAS,,
59914,10_055_003,670,435,433,0,5,428,LISTAS,,
59916,10_055_004,400,278,278,0,0,278,LISTAS,,
59918,10_056_001,643,439,437,0,15,422,LISTAS,,
59920,10_056_002,490,317,317,0,5,312,LISTAS,,
59922,10_057_001,853,566,566,0,5,561,LISTAS,,
59924,10_057_002,796,537,537,0,4,533,LISTAS,,
59926,10_058_001,117,94,94,0,0,94,LISTAS,,
59928,10_059_001,789,503,503,0,8,495,LISTAS,,
59930,10_059_002,584,331,331,0,3,328,LISTAS,,
59932,10_059_003,764,459,460,0,24,436,LISTAS,,
59934,10_060_001,827,523,523,0,4,519,LISTAS,,
59936,10_061_001,729,430,430,0,13,417,LISTAS,,
59938,10_061_002,788,603,603,0,8,595,LISTAS,,
59940,10_062_001,668,358,358,0,5,353,LISTAS,,
59942,10_062_002,654,393,393,0,5,388,LISTAS,,
59944,10_063_001,676,443,443,0,4,439,LISTAS,,
59946,10_063_002,762,470,469,0,2,467,LISTAS,,
59948,10_063_003,845,534,534,0,9,525,LISTAS,,
59950,10_063_004,748,476,476,0,7,469,LISTAS,,
59952,10_063_005,761,520,520,0,0,520,LISTAS,,
59954,10_063_006,602,445,445,0,1,444,LISTAS,,
59956,10_064_001,593,414,414,0,7,407,LISTAS,,
59958,10_065_001,644,472,472,0,3,469,LISTAS,,
59960,10_065_002,654,475,475,0,0,475,LISTAS,,
59962,10_065_003,628,434,434,0,2,432,LISTAS,,
59964,10_066_001,668,487,487,0,4,483,LISTAS,,
59966,10_066_002,781,612,612,0,4,608,LISTAS,,
59968,10_067_001,611,452,451,0,1,450,LISTAS,,
59970,10_068_001,779,583,583,0,9,574,LISTAS,,
59972,10_068_002,741,541,541,0,9,532,LISTAS,,
59974,10_069_001,364,252,252,0,4,248,LISTAS,,
59976,10_070_001,863,510,510,0,0,510,LISTAS,,
59978,10_071_001,1186,757,757,0,6,751,LISTAS,,
59980,10_072_001,568,361,361,0,1,360,LISTAS,,
59982,10_073_001,261,195,195,0,1,194,LISTAS,,
59984,10_074_001,1234,693,693,0,25,668,LISTAS,,
59986,10_075_001,469,376,376,0,6,370,LISTAS,,
59988,10_076_001,1001,710,709,0,4,705,LISTAS,,
59990,10_076_002,913,630,630,0,4,626,LISTAS,,
59992,10_076_003,715,527,527,0,1,526,LISTAS,,
59994,10_077_001,684,515,515,0,0,515,LISTAS,,
59996,10_078_001,539,359,359,0,8,351,LISTAS,,
59998,10_079_001,762,512,512,0,5,507,LISTAS,,
60000,10_080_001,769,569,568,0,3,565,LISTAS,,
60002,10_080_002,719,517,517,0,2,515,LISTAS,,
60004,10_081_001,511,355,356,0,11,345,LISTAS,,
60006,10_081_002,607,420,420,0,3,417,LISTAS,,
60008,10_082_001,579,419,419,0,3,416,LISTAS,,
60132,10_082_002,753,549,549,0,2,547,LISTAS,,
60134,10_082_003,757,590,589,0,3,586,LISTAS,,
60136,10_083_001,581,434,434,0,5,429,LISTAS,,
60138,10_083_002,587,349,349,0,1,348,LISTAS,,
60140,10_083_003,279,223,222,0,5,217,LISTAS,,
60142,10_083_004,164,122,122,0,1,121,LISTAS,,
60144,10_084_001,354,288,287,0,2,285,LISTAS,,
60146,10_085_001,1071,776,775,0,1,774,LISTAS,,
