TIPUS,VALASZTAS,SZAVAZOKOR,LISTA,SZAVAZAT
Listas,2019EP,03_007_006,MI_HAZANK,12
Listas,2019EP,03_008_001,MI_HAZANK,26
Listas,2019EP,03_008_002,MI_HAZANK,19
Listas,2019EP,03_009_001,MI_HAZANK,19
Listas,2019EP,03_010_001,MI_HAZANK,1
Listas,2019EP,03_011_001,MI_HAZANK,4
Listas,2019EP,03_012_001,MI_HAZANK,11
Listas,2019EP,03_012_002,MI_HAZANK,10
Listas,2019EP,03_013_001,MI_HAZANK,15
Listas,2019EP,03_013_002,MI_HAZANK,15
Listas,2019EP,03_014_001,MI_HAZANK,14
Listas,2019EP,03_015_001,MI_HAZANK,8
Listas,2019EP,03_015_002,MI_HAZANK,17
Listas,2019EP,03_016_001,MI_HAZANK,11
Listas,2019EP,03_016_002,MI_HAZANK,20
Listas,2019EP,03_016_003,MI_HAZANK,5
Listas,2019EP,03_017_001,MI_HAZANK,0
Listas,2019EP,03_018_001,MI_HAZANK,11
Listas,2019EP,03_018_002,MI_HAZANK,10
Listas,2019EP,03_018_003,MI_HAZANK,10
Listas,2019EP,03_019_001,MI_HAZANK,7
Listas,2019EP,03_019_002,MI_HAZANK,5
Listas,2019EP,03_020_001,MI_HAZANK,12
Listas,2019EP,03_020_002,MI_HAZANK,11
Listas,2019EP,03_021_001,MI_HAZANK,16
Listas,2019EP,03_021_002,MI_HAZANK,14
Listas,2019EP,03_022_001,MI_HAZANK,16
Listas,2019EP,03_023_001,MI_HAZANK,2
Listas,2019EP,03_023_002,MI_HAZANK,7
Listas,2019EP,03_024_001,MI_HAZANK,10
Listas,2019EP,03_024_002,MI_HAZANK,15
Listas,2019EP,03_024_003,MI_HAZANK,1
Listas,2019EP,03_025_001,MI_HAZANK,4
Listas,2019EP,03_026_001,MI_HAZANK,4
Listas,2019EP,03_026_002,MI_HAZANK,10
Listas,2019EP,03_027_001,MI_HAZANK,17
Listas,2019EP,03_028_001,MI_HAZANK,4
Listas,2019EP,03_028_002,MI_HAZANK,4
Listas,2019EP,03_028_003,MI_HAZANK,7
Listas,2019EP,03_029_001,MI_HAZANK,9
Listas,2019EP,03_030_001,MI_HAZANK,4
Listas,2019EP,03_031_001,MI_HAZANK,11
Listas,2019EP,03_031_002,MI_HAZANK,5
Listas,2019EP,03_031_003,MI_HAZANK,14
Listas,2019EP,03_031_004,MI_HAZANK,12
Listas,2019EP,03_032_001,MI_HAZANK,7
Listas,2019EP,03_032_002,MI_HAZANK,12
Listas,2019EP,03_032_003,MI_HAZANK,20
Listas,2019EP,03_033_001,MI_HAZANK,12
Listas,2019EP,03_033_002,MI_HAZANK,10
Listas,2019EP,03_034_001,MI_HAZANK,5
Listas,2019EP,03_035_001,MI_HAZANK,17
Listas,2019EP,03_035_002,MI_HAZANK,7
Listas,2019EP,03_036_001,MI_HAZANK,5
Listas,2019EP,03_037_001,MI_HAZANK,13
Listas,2019EP,03_037_002,MI_HAZANK,3
Listas,2019EP,03_038_001,MI_HAZANK,13
Listas,2019EP,03_038_002,MI_HAZANK,17
Listas,2019EP,03_039_001,MI_HAZANK,10
Listas,2019EP,03_040_001,MI_HAZANK,28
Listas,2019EP,03_041_001,MI_HAZANK,9
Listas,2019EP,03_041_002,MI_HAZANK,17
Listas,2019EP,03_042_001,MI_HAZANK,6
Listas,2019EP,03_042_002,MI_HAZANK,5
Listas,2019EP,03_043_001,MI_HAZANK,12
Listas,2019EP,03_044_001,MI_HAZANK,3
Listas,2019EP,03_045_001,MI_HAZANK,9
Listas,2019EP,03_045_002,MI_HAZANK,11
Listas,2019EP,03_045_003,MI_HAZANK,16
Listas,2019EP,03_046_001,MI_HAZANK,25
Listas,2019EP,03_047_001,MI_HAZANK,13
Listas,2019EP,03_047_002,MI_HAZANK,11
Listas,2019EP,03_047_003,MI_HAZANK,13
Listas,2019EP,03_047_004,MI_HAZANK,1
Listas,2019EP,03_047_005,MI_HAZANK,1
Listas,2019EP,03_048_001,MI_HAZANK,20
Listas,2019EP,03_048_002,MI_HAZANK,24
Listas,2019EP,03_048_003,MI_HAZANK,9
Listas,2019EP,03_049_001,MI_HAZANK,9
Listas,2019EP,03_049_002,MI_HAZANK,10
Listas,2019EP,03_050_001,MI_HAZANK,12
Listas,2019EP,03_050_002,MI_HAZANK,4
Listas,2019EP,03_050_003,MI_HAZANK,0
Listas,2019EP,03_050_004,MI_HAZANK,1
Listas,2019EP,03_051_001,MI_HAZANK,8
Listas,2019EP,03_052_001,MI_HAZANK,6
Listas,2019EP,03_052_002,MI_HAZANK,11
Listas,2019EP,03_052_003,MI_HAZANK,7
Listas,2019EP,03_052_004,MI_HAZANK,6
Listas,2019EP,03_052_005,MI_HAZANK,10
Listas,2019EP,03_052_006,MI_HAZANK,10
Listas,2019EP,03_053_001,MI_HAZANK,17
Listas,2019EP,03_053_002,MI_HAZANK,9
Listas,2019EP,03_054_001,MI_HAZANK,14
Listas,2019EP,03_054_002,MI_HAZANK,26
Listas,2019EP,03_054_003,MI_HAZANK,26
Listas,2019EP,03_054_004,MI_HAZANK,10
Listas,2019EP,03_054_005,MI_HAZANK,15
Listas,2019EP,03_054_006,MI_HAZANK,13
Listas,2019EP,03_054_007,MI_HAZANK,18
Listas,2019EP,03_054_008,MI_HAZANK,27
Listas,2019EP,03_055_001,MI_HAZANK,12
Listas,2019EP,03_055_002,MI_HAZANK,15
Listas,2019EP,03_056_001,MI_HAZANK,9
Listas,2019EP,03_056_002,MI_HAZANK,14
Listas,2019EP,03_056_003,MI_HAZANK,11
Listas,2019EP,03_056_004,MI_HAZANK,5
Listas,2019EP,03_056_005,MI_HAZANK,10
Listas,2019EP,03_056_006,MI_HAZANK,15
Listas,2019EP,03_056_007,MI_HAZANK,6
Listas,2019EP,03_056_008,MI_HAZANK,13
Listas,2019EP,03_056_009,MI_HAZANK,2
Listas,2019EP,03_056_010,MI_HAZANK,7
Listas,2019EP,03_056_011,MI_HAZANK,7
Listas,2019EP,03_056_012,MI_HAZANK,13
Listas,2019EP,03_056_013,MI_HAZANK,13
Listas,2019EP,03_056_014,MI_HAZANK,11
Listas,2019EP,03_056_015,MI_HAZANK,17
Listas,2019EP,03_056_016,MI_HAZANK,8
Listas,2019EP,03_056_017,MI_HAZANK,7
Listas,2019EP,03_057_001,MI_HAZANK,6
Listas,2019EP,03_058_001,MI_HAZANK,7
Listas,2019EP,03_058_002,MI_HAZANK,9
Listas,2019EP,03_059_001,MI_HAZANK,14
Listas,2019EP,03_059_002,MI_HAZANK,17
Listas,2019EP,03_059_003,MI_HAZANK,16
Listas,2019EP,03_059_004,MI_HAZANK,14
Listas,2019EP,03_059_005,MI_HAZANK,13
Listas,2019EP,03_059_006,MI_HAZANK,13
Listas,2019EP,03_059_007,MI_HAZANK,11
Listas,2019EP,03_059_008,MI_HAZANK,9
Listas,2019EP,03_060_001,MI_HAZANK,6
Listas,2019EP,03_060_002,MI_HAZANK,13
Listas,2019EP,03_060_003,MI_HAZANK,9
Listas,2019EP,03_060_004,MI_HAZANK,26
Listas,2019EP,03_060_005,MI_HAZANK,18
Listas,2019EP,03_060_006,MI_HAZANK,10
Listas,2019EP,03_060_007,MI_HAZANK,22
Listas,2019EP,03_060_008,MI_HAZANK,10
Listas,2019EP,03_060_009,MI_HAZANK,10
Listas,2019EP,03_060_010,MI_HAZANK,6
Listas,2019EP,03_060_011,MI_HAZANK,11
Listas,2019EP,03_060_012,MI_HAZANK,4
Listas,2019EP,03_060_013,MI_HAZANK,7
Listas,2019EP,03_060_014,MI_HAZANK,16
Listas,2019EP,03_060_015,MI_HAZANK,8
Listas,2019EP,03_060_016,MI_HAZANK,12
Listas,2019EP,03_060_017,MI_HAZANK,16
Listas,2019EP,03_060_018,MI_HAZANK,7
Listas,2019EP,03_060_019,MI_HAZANK,6
Listas,2019EP,03_060_020,MI_HAZANK,11
Listas,2019EP,03_060_021,MI_HAZANK,16
Listas,2019EP,03_060_022,MI_HAZANK,9
Listas,2019EP,03_060_023,MI_HAZANK,9
Listas,2019EP,03_060_024,MI_HAZANK,7
Listas,2019EP,03_060_025,MI_HAZANK,2
Listas,2019EP,03_060_026,MI_HAZANK,13
Listas,2019EP,03_060_027,MI_HAZANK,10
Listas,2019EP,03_060_028,MI_HAZANK,10
Listas,2019EP,03_060_029,MI_HAZANK,13
Listas,2019EP,03_060_030,MI_HAZANK,12
Listas,2019EP,03_060_031,MI_HAZANK,17
Listas,2019EP,03_060_032,MI_HAZANK,7
Listas,2019EP,03_060_033,MI_HAZANK,9
Listas,2019EP,03_060_034,MI_HAZANK,11
Listas,2019EP,03_060_035,MI_HAZANK,7
Listas,2019EP,03_060_036,MI_HAZANK,9
Listas,2019EP,03_060_037,MI_HAZANK,14
Listas,2019EP,03_060_038,MI_HAZANK,10
Listas,2019EP,03_060_039,MI_HAZANK,7
Listas,2019EP,03_060_040,MI_HAZANK,19
Listas,2019EP,03_060_041,MI_HAZANK,15
Listas,2019EP,03_060_042,MI_HAZANK,12
Listas,2019EP,03_060_043,MI_HAZANK,21
Listas,2019EP,03_060_044,MI_HAZANK,12
Listas,2019EP,03_060_045,MI_HAZANK,8
Listas,2019EP,03_060_046,MI_HAZANK,6
Listas,2019EP,03_060_047,MI_HAZANK,42
Listas,2019EP,03_060_048,MI_HAZANK,6
Listas,2019EP,03_060_049,MI_HAZANK,14
Listas,2019EP,03_060_050,MI_HAZANK,7
Listas,2019EP,03_060_051,MI_HAZANK,10
Listas,2019EP,03_060_052,MI_HAZANK,13
Listas,2019EP,03_060_053,MI_HAZANK,16
Listas,2019EP,03_060_054,MI_HAZANK,12
Listas,2019EP,03_060_055,MI_HAZANK,5
Listas,2019EP,03_060_056,MI_HAZANK,3
Listas,2019EP,03_060_057,MI_HAZANK,11
Listas,2019EP,03_060_058,MI_HAZANK,14
Listas,2019EP,03_060_059,MI_HAZANK,21
Listas,2019EP,03_060_060,MI_HAZANK,13
Listas,2019EP,03_060_061,MI_HAZANK,4
Listas,2019EP,03_060_062,MI_HAZANK,13
Listas,2019EP,03_060_063,MI_HAZANK,5
Listas,2019EP,03_060_064,MI_HAZANK,22
Listas,2019EP,03_060_065,MI_HAZANK,13
Listas,2019EP,03_060_066,MI_HAZANK,16
Listas,2019EP,03_060_067,MI_HAZANK,15
Listas,2019EP,03_060_068,MI_HAZANK,8
Listas,2019EP,03_060_069,MI_HAZANK,22
Listas,2019EP,03_060_070,MI_HAZANK,19
Listas,2019EP,03_060_071,MI_HAZANK,4
Listas,2019EP,03_060_072,MI_HAZANK,14
Listas,2019EP,03_060_073,MI_HAZANK,15
Listas,2019EP,03_060_074,MI_HAZANK,14
Listas,2019EP,03_060_075,MI_HAZANK,14
Listas,2019EP,03_060_076,MI_HAZANK,18
Listas,2019EP,03_060_077,MI_HAZANK,18
Listas,2019EP,03_060_078,MI_HAZANK,6
Listas,2019EP,03_060_079,MI_HAZANK,4
Listas,2019EP,03_060_080,MI_HAZANK,15
Listas,2019EP,03_060_081,MI_HAZANK,12
Listas,2019EP,03_060_082,MI_HAZANK,18
Listas,2019EP,03_060_083,MI_HAZANK,2
Listas,2019EP,03_060_084,MI_HAZANK,8
Listas,2019EP,03_060_085,MI_HAZANK,14
Listas,2019EP,03_060_086,MI_HAZANK,18
Listas,2019EP,03_060_087,MI_HAZANK,21
Listas,2019EP,03_060_088,MI_HAZANK,25
Listas,2019EP,03_060_089,MI_HAZANK,15
Listas,2019EP,03_060_090,MI_HAZANK,11
Listas,2019EP,03_060_091,MI_HAZANK,4
Listas,2019EP,03_060_092,MI_HAZANK,18
Listas,2019EP,03_060_093,MI_HAZANK,9
Listas,2019EP,03_060_094,MI_HAZANK,15
Listas,2019EP,03_060_095,MI_HAZANK,13
Listas,2019EP,03_060_096,MI_HAZANK,2
Listas,2019EP,03_061_001,MI_HAZANK,20
Listas,2019EP,03_061_002,MI_HAZANK,29
Listas,2019EP,03_061_003,MI_HAZANK,26
Listas,2019EP,03_061_004,MI_HAZANK,3
Listas,2019EP,03_062_001,MI_HAZANK,11
Listas,2019EP,03_062_002,MI_HAZANK,11
Listas,2019EP,03_062_003,MI_HAZANK,12
Listas,2019EP,03_062_004,MI_HAZANK,12
Listas,2019EP,03_062_005,MI_HAZANK,15
Listas,2019EP,03_063_001,MI_HAZANK,6
Listas,2019EP,03_064_001,MI_HAZANK,15
Listas,2019EP,03_064_002,MI_HAZANK,8
Listas,2019EP,03_064_003,MI_HAZANK,17
Listas,2019EP,03_064_004,MI_HAZANK,10
Listas,2019EP,03_064_005,MI_HAZANK,13
Listas,2019EP,03_064_006,MI_HAZANK,4
Listas,2019EP,03_064_007,MI_HAZANK,8
Listas,2019EP,03_064_008,MI_HAZANK,8
Listas,2019EP,03_064_009,MI_HAZANK,12
Listas,2019EP,03_064_010,MI_HAZANK,17
Listas,2019EP,03_064_011,MI_HAZANK,11
Listas,2019EP,03_064_012,MI_HAZANK,4
Listas,2019EP,03_064_013,MI_HAZANK,10
Listas,2019EP,03_064_014,MI_HAZANK,5
Listas,2019EP,03_064_015,MI_HAZANK,12
Listas,2019EP,03_064_016,MI_HAZANK,2
Listas,2019EP,03_065_001,MI_HAZANK,15
Listas,2019EP,03_065_002,MI_HAZANK,9
Listas,2019EP,03_065_003,MI_HAZANK,9
Listas,2019EP,03_065_004,MI_HAZANK,7
Listas,2019EP,03_065_005,MI_HAZANK,7
Listas,2019EP,03_065_006,MI_HAZANK,6
Listas,2019EP,03_065_007,MI_HAZANK,13
Listas,2019EP,03_065_008,MI_HAZANK,6
Listas,2019EP,03_065_009,MI_HAZANK,7
Listas,2019EP,03_065_010,MI_HAZANK,12
Listas,2019EP,03_065_011,MI_HAZANK,6
Listas,2019EP,03_065_012,MI_HAZANK,13
Listas,2019EP,03_065_013,MI_HAZANK,4
Listas,2019EP,03_065_014,MI_HAZANK,8
Listas,2019EP,03_065_015,MI_HAZANK,8
Listas,2019EP,03_065_016,MI_HAZANK,13
Listas,2019EP,03_065_017,MI_HAZANK,9
Listas,2019EP,03_065_018,MI_HAZANK,3
Listas,2019EP,03_065_019,MI_HAZANK,3
Listas,2019EP,03_065_020,MI_HAZANK,6
Listas,2019EP,03_065_021,MI_HAZANK,16
Listas,2019EP,03_065_022,MI_HAZANK,3
Listas,2019EP,03_065_023,MI_HAZANK,8
Listas,2019EP,03_065_024,MI_HAZANK,12
Listas,2019EP,03_065_025,MI_HAZANK,9
Listas,2019EP,03_065_026,MI_HAZANK,14
Listas,2019EP,03_065_027,MI_HAZANK,9
Listas,2019EP,03_065_028,MI_HAZANK,8
Listas,2019EP,03_065_029,MI_HAZANK,8
Listas,2019EP,03_065_030,MI_HAZANK,11
Listas,2019EP,03_065_031,MI_HAZANK,14
Listas,2019EP,03_066_001,MI_HAZANK,18
Listas,2019EP,03_066_002,MI_HAZANK,8
Listas,2019EP,03_066_003,MI_HAZANK,12
Listas,2019EP,03_066_004,MI_HAZANK,17
Listas,2019EP,03_066_005,MI_HAZANK,27
Listas,2019EP,03_066_006,MI_HAZANK,16
Listas,2019EP,03_066_007,MI_HAZANK,20
Listas,2019EP,03_066_008,MI_HAZANK,17
Listas,2019EP,03_066_009,MI_HAZANK,13
Listas,2019EP,03_066_010,MI_HAZANK,9
Listas,2019EP,03_066_011,MI_HAZANK,12
Listas,2019EP,03_066_012,MI_HAZANK,26
Listas,2019EP,03_066_013,MI_HAZANK,24
Listas,2019EP,03_066_014,MI_HAZANK,15
Listas,2019EP,03_066_015,MI_HAZANK,23
Listas,2019EP,03_066_016,MI_HAZANK,24
Listas,2019EP,03_066_017,MI_HAZANK,19
Listas,2019EP,03_066_018,MI_HAZANK,18
Listas,2019EP,03_066_019,MI_HAZANK,11
Listas,2019EP,03_066_020,MI_HAZANK,16
Listas,2019EP,03_066_021,MI_HAZANK,24
Listas,2019EP,03_066_022,MI_HAZANK,9
Listas,2019EP,03_066_023,MI_HAZANK,11
Listas,2019EP,03_066_024,MI_HAZANK,22
Listas,2019EP,03_066_025,MI_HAZANK,14
Listas,2019EP,03_066_026,MI_HAZANK,27
Listas,2019EP,03_066_027,MI_HAZANK,15
Listas,2019EP,03_066_028,MI_HAZANK,10
Listas,2019EP,03_066_029,MI_HAZANK,16
Listas,2019EP,03_066_030,MI_HAZANK,6
Listas,2019EP,03_067_001,MI_HAZANK,11
Listas,2019EP,03_067_002,MI_HAZANK,20
Listas,2019EP,03_067_003,MI_HAZANK,12
Listas,2019EP,03_067_004,MI_HAZANK,21
Listas,2019EP,03_067_005,MI_HAZANK,21
Listas,2019EP,03_067_006,MI_HAZANK,22
Listas,2019EP,03_067_007,MI_HAZANK,10
Listas,2019EP,03_067_008,MI_HAZANK,16
Listas,2019EP,03_067_009,MI_HAZANK,5
Listas,2019EP,03_067_010,MI_HAZANK,11
Listas,2019EP,03_068_001,MI_HAZANK,7
Listas,2019EP,03_068_002,MI_HAZANK,17
Listas,2019EP,03_068_003,MI_HAZANK,18
Listas,2019EP,03_069_001,MI_HAZANK,21
Listas,2019EP,03_070_001,MI_HAZANK,13
Listas,2019EP,03_071_001,MI_HAZANK,6
Listas,2019EP,03_071_002,MI_HAZANK,4
Listas,2019EP,03_072_001,MI_HAZANK,9
Listas,2019EP,03_073_001,MI_HAZANK,11
Listas,2019EP,03_073_002,MI_HAZANK,26
Listas,2019EP,03_073_003,MI_HAZANK,2
Listas,2019EP,03_074_001,MI_HAZANK,8
Listas,2019EP,03_075_001,MI_HAZANK,16
Listas,2019EP,03_076_001,MI_HAZANK,10
Listas,2019EP,03_076_002,MI_HAZANK,24
Listas,2019EP,03_076_003,MI_HAZANK,10
Listas,2019EP,03_076_004,MI_HAZANK,14
Listas,2019EP,03_076_005,MI_HAZANK,21
Listas,2019EP,03_076_006,MI_HAZANK,13
Listas,2019EP,03_076_007,MI_HAZANK,14
Listas,2019EP,03_076_008,MI_HAZANK,7
Listas,2019EP,03_077_001,MI_HAZANK,29
Listas,2019EP,03_078_001,MI_HAZANK,15
Listas,2019EP,03_078_002,MI_HAZANK,14
Listas,2019EP,03_078_003,MI_HAZANK,23
Listas,2019EP,03_078_004,MI_HAZANK,12
Listas,2019EP,03_078_005,MI_HAZANK,12
Listas,2019EP,03_078_006,MI_HAZANK,19
Listas,2019EP,03_078_007,MI_HAZANK,10
Listas,2019EP,03_078_008,MI_HAZANK,9
Listas,2019EP,03_078_009,MI_HAZANK,13
Listas,2019EP,03_079_001,MI_HAZANK,11
Listas,2019EP,03_079_002,MI_HAZANK,13
Listas,2019EP,03_079_003,MI_HAZANK,27
Listas,2019EP,03_079_004,MI_HAZANK,17
Listas,2019EP,03_079_005,MI_HAZANK,2
Listas,2019EP,03_080_001,MI_HAZANK,15
Listas,2019EP,03_080_002,MI_HAZANK,21
Listas,2019EP,03_080_003,MI_HAZANK,3
Listas,2019EP,03_081_001,MI_HAZANK,12
Listas,2019EP,03_082_001,MI_HAZANK,20
Listas,2019EP,03_082_002,MI_HAZANK,20
Listas,2019EP,03_082_003,MI_HAZANK,22
Listas,2019EP,03_082_004,MI_HAZANK,21
Listas,2019EP,03_082_005,MI_HAZANK,20
Listas,2019EP,03_082_006,MI_HAZANK,7
Listas,2019EP,03_083_001,MI_HAZANK,10
Listas,2019EP,03_083_002,MI_HAZANK,11
Listas,2019EP,03_084_001,MI_HAZANK,4
Listas,2019EP,03_085_001,MI_HAZANK,14
Listas,2019EP,03_085_002,MI_HAZANK,19
Listas,2019EP,03_086_001,MI_HAZANK,8
Listas,2019EP,03_086_002,MI_HAZANK,13
Listas,2019EP,03_087_001,MI_HAZANK,12
Listas,2019EP,03_087_002,MI_HAZANK,19
Listas,2019EP,03_088_001,MI_HAZANK,7
Listas,2019EP,03_089_001,MI_HAZANK,10
Listas,2019EP,03_089_002,MI_HAZANK,14
Listas,2019EP,03_089_003,MI_HAZANK,8
Listas,2019EP,03_090_001,MI_HAZANK,3
Listas,2019EP,03_091_001,MI_HAZANK,5
Listas,2019EP,03_092_001,MI_HAZANK,5
Listas,2019EP,03_092_002,MI_HAZANK,6
Listas,2019EP,03_093_001,MI_HAZANK,13
Listas,2019EP,03_093_002,MI_HAZANK,10
Listas,2019EP,03_094_001,MI_HAZANK,11
Listas,2019EP,03_095_001,MI_HAZANK,18
Listas,2019EP,03_096_001,MI_HAZANK,10
Listas,2019EP,03_096_002,MI_HAZANK,8
Listas,2019EP,03_096_003,MI_HAZANK,4
Listas,2019EP,03_096_004,MI_HAZANK,5
Listas,2019EP,03_096_005,MI_HAZANK,16
Listas,2019EP,03_096_006,MI_HAZANK,6
Listas,2019EP,03_097_001,MI_HAZANK,13
Listas,2019EP,03_098_001,MI_HAZANK,28
Listas,2019EP,03_098_002,MI_HAZANK,10
Listas,2019EP,03_098_003,MI_HAZANK,13
Listas,2019EP,03_098_004,MI_HAZANK,4
Listas,2019EP,03_098_005,MI_HAZANK,11
Listas,2019EP,03_098_006,MI_HAZANK,11
Listas,2019EP,03_099_001,MI_HAZANK,18
Listas,2019EP,03_099_002,MI_HAZANK,24
Listas,2019EP,03_099_003,MI_HAZANK,23
Listas,2019EP,03_100_001,MI_HAZANK,11
Listas,2019EP,03_100_002,MI_HAZANK,8
Listas,2019EP,03_100_003,MI_HAZANK,7
Listas,2019EP,03_100_004,MI_HAZANK,4
Listas,2019EP,03_100_005,MI_HAZANK,3
Listas,2019EP,03_100_006,MI_HAZANK,7
Listas,2019EP,03_100_007,MI_HAZANK,10
Listas,2019EP,03_100_008,MI_HAZANK,5
Listas,2019EP,03_101_001,MI_HAZANK,19
Listas,2019EP,03_102_001,MI_HAZANK,6
Listas,2019EP,03_102_002,MI_HAZANK,8
Listas,2019EP,03_102_003,MI_HAZANK,5
Listas,2019EP,03_103_001,MI_HAZANK,11
Listas,2019EP,03_103_002,MI_HAZANK,13
Listas,2019EP,03_104_001,MI_HAZANK,2
Listas,2019EP,03_104_002,MI_HAZANK,19
Listas,2019EP,03_105_001,MI_HAZANK,13
Listas,2019EP,03_106_001,MI_HAZANK,11
Listas,2019EP,03_107_001,MI_HAZANK,9
Listas,2019EP,03_107_002,MI_HAZANK,13
Listas,2019EP,03_108_001,MI_HAZANK,25
Listas,2019EP,03_109_001,MI_HAZANK,12
Listas,2019EP,03_109_002,MI_HAZANK,9
Listas,2019EP,03_110_001,MI_HAZANK,13
Listas,2019EP,03_110_002,MI_HAZANK,5
Listas,2019EP,03_110_003,MI_HAZANK,9
Listas,2019EP,03_110_004,MI_HAZANK,7
Listas,2019EP,03_110_005,MI_HAZANK,4
Listas,2019EP,03_110_006,MI_HAZANK,5
Listas,2019EP,03_111_001,MI_HAZANK,11
Listas,2019EP,03_111_002,MI_HAZANK,19
Listas,2019EP,03_111_003,MI_HAZANK,19
Listas,2019EP,03_111_004,MI_HAZANK,16
Listas,2019EP,03_111_005,MI_HAZANK,7
Listas,2019EP,03_111_006,MI_HAZANK,11
Listas,2019EP,03_111_007,MI_HAZANK,6
Listas,2019EP,03_111_008,MI_HAZANK,8
Listas,2019EP,03_111_009,MI_HAZANK,4
Listas,2019EP,03_111_010,MI_HAZANK,6
Listas,2019EP,03_112_001,MI_HAZANK,8
Listas,2019EP,03_113_001,MI_HAZANK,13
Listas,2019EP,03_113_002,MI_HAZANK,22
Listas,2019EP,03_113_003,MI_HAZANK,20
Listas,2019EP,03_113_004,MI_HAZANK,16
Listas,2019EP,03_113_005,MI_HAZANK,12
Listas,2019EP,03_114_001,MI_HAZANK,8
Listas,2019EP,03_115_001,MI_HAZANK,3
Listas,2019EP,03_116_001,MI_HAZANK,8
Listas,2019EP,03_117_001,MI_HAZANK,9
Listas,2019EP,03_117_002,MI_HAZANK,7
Listas,2019EP,03_117_003,MI_HAZANK,14
Listas,2019EP,03_118_001,MI_HAZANK,9
Listas,2019EP,03_118_002,MI_HAZANK,19
Listas,2019EP,03_119_001,MI_HAZANK,11
Listas,2019EP,04_001_001,MI_HAZANK,6
Listas,2019EP,04_002_001,MI_HAZANK,10
Listas,2019EP,04_002_002,MI_HAZANK,4
Listas,2019EP,04_002_003,MI_HAZANK,3
Listas,2019EP,04_002_004,MI_HAZANK,12
Listas,2019EP,04_002_005,MI_HAZANK,10
Listas,2019EP,04_002_006,MI_HAZANK,7
Listas,2019EP,04_003_001,MI_HAZANK,25
Listas,2019EP,04_003_002,MI_HAZANK,10
Listas,2019EP,04_003_003,MI_HAZANK,24
Listas,2019EP,04_003_004,MI_HAZANK,28
Listas,2019EP,04_003_005,MI_HAZANK,17
Listas,2019EP,04_003_006,MI_HAZANK,21
Listas,2019EP,04_003_007,MI_HAZANK,15
Listas,2019EP,04_003_008,MI_HAZANK,25
Listas,2019EP,04_003_009,MI_HAZANK,24
Listas,2019EP,04_003_010,MI_HAZANK,5
Listas,2019EP,04_003_011,MI_HAZANK,15
Listas,2019EP,04_003_012,MI_HAZANK,8
Listas,2019EP,04_003_013,MI_HAZANK,14
Listas,2019EP,04_003_014,MI_HAZANK,19
Listas,2019EP,04_003_015,MI_HAZANK,9
Listas,2019EP,04_003_016,MI_HAZANK,5
Listas,2019EP,04_004_001,MI_HAZANK,11
Listas,2019EP,04_004_002,MI_HAZANK,12
Listas,2019EP,04_004_003,MI_HAZANK,10
Listas,2019EP,04_004_004,MI_HAZANK,13
Listas,2019EP,04_004_005,MI_HAZANK,17
Listas,2019EP,04_004_006,MI_HAZANK,14
Listas,2019EP,04_004_007,MI_HAZANK,20
Listas,2019EP,04_004_008,MI_HAZANK,6
Listas,2019EP,04_004_009,MI_HAZANK,11
Listas,2019EP,04_004_010,MI_HAZANK,11
Listas,2019EP,04_004_011,MI_HAZANK,17
Listas,2019EP,04_004_012,MI_HAZANK,7
Listas,2019EP,04_004_013,MI_HAZANK,9
Listas,2019EP,04_004_014,MI_HAZANK,8
Listas,2019EP,04_004_015,MI_HAZANK,17
Listas,2019EP,04_004_016,MI_HAZANK,14
Listas,2019EP,04_004_017,MI_HAZANK,16
Listas,2019EP,04_004_018,MI_HAZANK,15
Listas,2019EP,04_004_019,MI_HAZANK,15
Listas,2019EP,04_004_020,MI_HAZANK,7
Listas,2019EP,04_004_021,MI_HAZANK,11
Listas,2019EP,04_004_022,MI_HAZANK,12
Listas,2019EP,04_004_023,MI_HAZANK,16
Listas,2019EP,04_004_024,MI_HAZANK,8
Listas,2019EP,04_004_025,MI_HAZANK,6
Listas,2019EP,04_004_026,MI_HAZANK,4
Listas,2019EP,04_004_027,MI_HAZANK,10
Listas,2019EP,04_004_028,MI_HAZANK,10
Listas,2019EP,04_004_029,MI_HAZANK,21
Listas,2019EP,04_004_030,MI_HAZANK,16
Listas,2019EP,04_004_031,MI_HAZANK,17
Listas,2019EP,04_004_032,MI_HAZANK,11
Listas,2019EP,04_004_033,MI_HAZANK,13
Listas,2019EP,04_004_034,MI_HAZANK,10
Listas,2019EP,04_004_035,MI_HAZANK,7
Listas,2019EP,04_004_036,MI_HAZANK,9
Listas,2019EP,04_004_037,MI_HAZANK,10
Listas,2019EP,04_004_038,MI_HAZANK,13
Listas,2019EP,04_004_039,MI_HAZANK,18
Listas,2019EP,04_004_040,MI_HAZANK,10
Listas,2019EP,04_004_041,MI_HAZANK,26
Listas,2019EP,04_004_042,MI_HAZANK,20
Listas,2019EP,04_004_043,MI_HAZANK,18
Listas,2019EP,04_004_044,MI_HAZANK,15
Listas,2019EP,04_004_045,MI_HAZANK,10
Listas,2019EP,04_004_046,MI_HAZANK,20
Listas,2019EP,04_004_047,MI_HAZANK,13
Listas,2019EP,04_004_048,MI_HAZANK,27
Listas,2019EP,04_004_049,MI_HAZANK,16
Listas,2019EP,04_004_050,MI_HAZANK,23
Listas,2019EP,04_004_051,MI_HAZANK,18
Listas,2019EP,04_004_052,MI_HAZANK,15
