SZAVAZOKOR,MEGYEKOD,MEGYE,OEVK,TELEPULES_SORSZAM,TELEPULES,SZAVKORCIM,AKADALYMENTES,ATJELENTKEZOK,OEVK26_options,OEVK26_isect,METSZET,MI,OEVK26_largest,OEVK26,URL
15_029_001,15,SOMOGY,03,029,Bodrog,Kossuth Lajos utca 81. (Mûvelõdési Ház),Igen,Igen,15-03,15_03,22500907,1,15_03,15-03,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=029&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_030_001,15,SOMOGY,02,030,Bolhás,Kossuth Lajos u. 48.,Igen,Igen,15-02,15_02,47645976,1,15_02,15-02,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=030&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_031_001,15,SOMOGY,02,031,Bolhó,Szabadság tér 8. (Mûvelõdési Ház),Igen,Igen,15-02,15_02,38565995,1,15_02,15-02,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=031&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_032_001,15,SOMOGY,04,032,Bonnya,Kossuth Lajos u. 38. (Polgármesteri Hivatal),Igen,Igen,15-04,15_04,22293032,1,15_04,15-04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=032&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_033_001,15,SOMOGY,03,033,Böhönye,Fõ utca 2. (Iskola),Igen,Nem,15-03,15_03,8412169,1,15_03,15-03,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=033&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_033_002,15,SOMOGY,03,033,Böhönye,Fõ utca 47. (Mûvelõdési Ház),Igen,Igen,15-03,15_03,4134866,1,15_03,15-03,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=033&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=002
15_034_001,15,SOMOGY,01,034,Bõszénfa,Dózsa Gy. u. 2. (Közösségi Ház),Igen,Igen,15-01,15_01,65168683,1,15_01,15-01,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=034&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_035_001,15,SOMOGY,03,035,Buzsák,Fõ tér 1/A. (Faluház),Igen,Igen,15-03,15_03,6143857,1,15_03,15-03,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=035&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_035_002,15,SOMOGY,03,035,Buzsák,Kossuth L. u. 61. (Nyera Csárda),Nem,Nem,15-03,15_03,981446,1,15_03,15-03,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=035&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=002
15_036_001,15,SOMOGY,04,036,Büssü,Kossuth u. 22. (Idõsek klubja),Igen,Igen,15-04,15_04,26144675,1,15_04,15-04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=036&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_037_001,15,SOMOGY,03,037,Csákány,Kossuth utca 1. /Községháza/,Igen,Igen,15-03,15_03,24405631,1,15_03,15-03,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=037&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_038_001,15,SOMOGY,01,038,Cserénfa,Szent István tér 2. (Kultúrház),Igen,Igen,15-01,15_01,26947213,1,15_01,15-01,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=038&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_039_001,15,SOMOGY,02,039,Csokonyavisonta,Xantus János u. 45.,Igen,Nem,15-02,15_02,742,1,15_02,15-02,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=039&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_039_002,15,SOMOGY,02,039,Csokonyavisonta,Széchenyi István u. 3.  (Önkormányzati Hivatal),Igen,Igen,15-02,15_02,2476485,1,15_02,15-02,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=039&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=002
15_040_001,15,SOMOGY,01,040,Csoma,Kossuth Lajos utca 34. (Polgármesteri Hivatal),Igen,Igen,15-01,15_01,12807385,1,15_01,15-01,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=040&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_041_001,15,SOMOGY,03,041,Csombárd,Kossuth Lajos utca 45/c. (Kultúrotthon),Igen,Igen,15-03,15_03,13690609,1,15_03,15-03,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=041&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_042_001,15,SOMOGY,02,042,Csököly,Dózsa utca 4. (Civilek háza),Igen,Igen,15-02,15_02,45336132,1,15_02,15-02,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=042&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_043_001,15,SOMOGY,03,043,Csömend,Szabadság utca 1. (Mûvelõdési Ház),Igen,Igen,15-03,15_03,13180155,1,15_03,15-03,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=043&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_044_001,15,SOMOGY,02,044,Csurgó,Táncsics tér 18.  (Mesevár Óvoda),Igen,Nem,15-02,15_02,4129481,1,15_02,15-02,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=044&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_044_002,15,SOMOGY,02,044,Csurgó,Rákóczi utca 61. (II. Rákóczi Ferenc Ált. Iskola),Igen,Nem,15-02,15_02,1067098,1,15_02,15-02,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=044&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=002
15_044_003,15,SOMOGY,02,044,Csurgó,Soltra Alajos utca 14. (Védõnõi Szolgálat),Igen,Igen,15-02,15_02,1618942,1,15_02,15-02,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=044&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=003
15_044_004,15,SOMOGY,02,044,Csurgó,Széchenyi tér 1. (Csokonai Közösségi ház),Igen,Nem,15-02,15_02,585683,1,15_02,15-02,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=044&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=004
15_044_005,15,SOMOGY,02,044,Csurgó,Kossuth utca 3. (Eötvös József Ált. Iskola),Igen,Nem,15-02,15_02,365774,1,15_02,15-02,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=044&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=005
15_044_006,15,SOMOGY,02,044,Csurgó,Arany János utca 6. (Idõsek klubja),Igen,Nem,15-02,15_02,1227427,1,15_02,15-02,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=044&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=006
15_045_001,15,SOMOGY,02,045,Csurgónagymarton,Petõfi utca 48. (Klubkönyvtár),Igen,Igen,15-02,15_02,22448975,1,15_02,15-02,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=045&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_046_001,15,SOMOGY,02,046,Darány,Rákóczi utca 64.  (Mûvelõdési Otthon),Igen,Igen,15-02,15_02,42318357,1,15_02,15-02,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=046&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_047_001,15,SOMOGY,02,047,Drávagárdony,Fõ utca 71. (IKSZT),Igen,Igen,15-02,15_02,9447324,1,15_02,15-02,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=047&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_048_001,15,SOMOGY,02,048,Drávatamási,Fõ utca 101. (Önkormányzati iroda),Igen,Igen,15-02,15_02,13267740,1,15_02,15-02,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=048&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_049_001,15,SOMOGY,04,049,Ecseny,Petõfi utca 116. (Kultúrház),Igen,Igen,15-04,15_04,19662901,1,15_04,15-04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=049&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_050_001,15,SOMOGY,03,050,Edde,Fõ utca 47. (Polgármesteri Hivatal),Igen,Igen,15-03,15_03,12958446,1,15_03,15-03,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=050&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_051_001,15,SOMOGY,04,051,Felsõmocsolád,Rákóczi utca 20. (Ált. Isk.),Igen,Igen,15-04,15_03|15_04,150|25175477,0|1,15_04,15-04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=051&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_052_001,15,SOMOGY,04,052,Fiad,Kossuth u. 48. (Faluház),Igen,Igen,15-04,15_03|15_04,113|22794653,0|1,15_04,15-04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=052&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_053_001,15,SOMOGY,04,053,Fonó,Petõfi utca 1. (Kultúrház),Igen,Igen,15-04,15_01|15_04,116|16071836,0|1,15_04,15-04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=053&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_054_001,15,SOMOGY,03,054,Fonyód,Hunyadi J. u. 3. (Gimnázium),Igen,Igen,15-03,15_03,3407768,1,15_03,15-03,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=054&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_054_002,15,SOMOGY,03,054,Fonyód,Béke u. 1. (Bacsák György Szakképzõ Iskola),Nem,Nem,15-03,15_03,955780,1,15_03,15-03,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=054&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=002
15_054_003,15,SOMOGY,03,054,Fonyód,Bartók Béla u. 1. (Panoráma Étterem),Nem,Nem,15-03,15_03,1645795,1,15_03,15-03,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=054&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=003
15_054_004,15,SOMOGY,03,054,Fonyód,Vízmû u. 1. (Vízmû),Nem,Nem,15-03,15_03,12308490,1,15_03,15-03,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=054&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=004
15_055_001,15,SOMOGY,03,055,Fõnyed,Kossuth utca 31.  (Klubhelyiség),Igen,Igen,15-03,15_03,8681759,1,15_03,15-03,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=055&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_056_001,15,SOMOGY,04,056,Gadács,Fõ utca 72. (Polgármesteri iroda),Igen,Igen,15-04,15_04,5907291,1,15_04,15-04,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=056&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
15_057_001,15,SOMOGY,03,057,Gadány,Fõ utca 81. (Mûvelõdési Ház),Igen,Igen,15-03,15_03,29987651,1,15_03,15-03,https://www.valasztas.hu/szavazokorok_ep2019?p_p_id=epszavazokorieredmenyek_WAR_nvinvrportlet&p_p_lifecycle=1&p_p_state=maximized&p_p_mode=view&_epszavazokorieredmenyek_WAR_nvinvrportlet_telepulesKod=057&_epszavazokorieredmenyek_WAR_nvinvrportlet_megyeKod=15&_epszavazokorieredmenyek_WAR_nvinvrportlet_vlId=291&_epszavazokorieredmenyek_WAR_nvinvrportlet_vltId=684&_epszavazokorieredmenyek_WAR_nvinvrportlet_szavkorSorszam=001
